"Actinoptychus";"Asterionellopsis";"Coscinodiscus";"Dinophysis";"Ditylum";"Navicula";"Paralia";"Pleurosigma";"Thalassiosira";"Asterionella";"Bacillaria";"Biddulphia";"Chaetoceros";"Guinardia";"Melosira";"Nitzschia";"Odontella";"Plagiogramma";"Prorocentrum";"Rhaphoneis";"Rhizosolenia";"Skeletonema";"Thalassionema";"Trieres";"Lauderia";"Leptocylindrus";"Meuniera";"Protoperidinium";"Cerataulina";"Dactyliosolen";"Gyrodinium";"Phaeocystis";"Pseudo-nitzschia";"Eucampia";"Diploneis";"Gymnodinium";"Akashiwo";"Diplopsalis";"Euglenoidea";"Trigonium";"Helicotheca";"Dictyocha";"Porosira";"Scenedesmus";"Scrippsiella";"Katodinium";"Torodinium";"Ciliophora.x";"Heterocapsa";"Amphidinium";"Pennées";"Cryptophyceae.x";"Peridiniales";"Mesodinium";"Alexandrium";"Chlorophyceae";"Licmophora";"Lithodesmium";"Polykrikos";"Gonyaulax";"Pyramimonas";"Heterosigma";"Dinoflagellata.x";"Brockmanniella";"Karlodinium";"Delphineis";"Eutreptiella";"Bacillariaceae";"Cylindrotheca";"Naviculaceae";"Gymnodiniales";"Centriques";"Gymnodiniaceae";"Euglenaceae";"Thalassiosiraceae";"Dinophyceae.x";"Euglenia";"Plagiolemma"
0;0,0602699843387575;0;0;0;0;0,115986827199256;0;0,0990059151353993;0;0;0,0827710983885067;0;0;0;0,189878988012029;0,138546752457043;1;0;0,0711244863891296;0;0,13907908503911;0,0728574104070994;0,0868381248700592;0,0578411642276899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0846703515067481;0;0,0591345021993198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0729930814776795;0;0;0;0
0;0,0845136944534396;0;0,398744884560884;0;0,132520862988807;0;0,276393426501038;0;0;0;0;0,41528973759852;0,305846018377952;0;0;0;0;1;0;0,110588854251962;0;0,0654308643533311;0;0;0,523823687854198;0;0,352584202476552;0,184877371330343;0,286679299986016;0,267156235259194;0;0,233373521256466;0,279140410982972;0,105458368842508;0,160530692273379;0,170037956834735;0,205146461726948;0;0,0863518405001703;0;0;0;0;0,468086703644497;0,175040749470898;0,122359223873235;0,189305333589594;0,216777347273071;0,0926708884123618;0;0,17334408563947;0,0962968231917269;0,171529771790377;0,206438298641588;0;0,094167875320385;0,203813297487432;0,291887765008601;0,251913251322801;0,167456043369837;0,0614458632399507;0,0849512512640107;0;0,11318724114932;0;0,179948339718426;0;0,129103925710826;0;0,144775717885336;0;0,1216491249431;0;0;0;0,0487647834271439;0
0;0,34995158541593;0,140746325845739;0;0;0,353024534355561;0,470591403278964;0,224052936973166;0,121179801367784;0,0527904628152515;0,0926672579387727;0,598033966893791;0,0565636691533163;0,221739567268841;0;0,126240829087948;0,327233151813451;0,0711244863891296;0;1;0,234645840346986;0;0,121219518733389;0,281895789688727;0,103388018395119;0;0,207344489898809;0,200932924965554;0;0;0,312794128097936;0,278423907455296;0,1715107525486;0;0,15077563683359;0,113355698314459;0;0;0;0,192948125258814;0,103078870938636;0,124739176644247;0,136713108358304;0;0;0,215213178075665;0,142404633472798;0,39071649563648;0;0,11450798706741;0,0732853751139009;0,453304309934842;0;0;0;0,0760813766140746;0;0;0;0;0;0;0;0,19422628437012;0,164399480065543;0,416766566530914;0,326747833992822;0;0;0;0,280612060508709;0;0;0;0;0;0;0
0;0,238718867307297;0;0;0,139067414258177;0,0759311368980603;0;0,197967965048218;0;0;0;0,166478139737108;0,31104674342547;0,538791964028157;0;0;0;0;0,110588854251962;0,234645840346986;1;0;0,130732209905788;0,0571110061383318;0,18400291130436;0,180575620622618;0,160119141144575;0,305203574093352;0,357267287412868;0,312105961014514;0,360496200526253;0,342218190278852;0,424954468406825;0,092362250467575;0,131832807618508;0,1360127340853;0;0,130502055378569;0;0;0;0;0;0;0,0629926333377316;0,234806239545502;0,12255428363201;0,28627912241046;0,103459122169761;0,122729935014211;0;0,229841851286505;0;0,0820327738212497;0;0;0,0677998407422691;0;0,074549836225584;0,0789774972146881;0;0;0;0;0,116580040764289;0;0,129718958841081;0;0;0;0,0988176458786445;0;0;0;0;0;0;0
0,0522254077933263;0;0;0;0,248173273621254;0;0;0,048448109019162;0,463105620265655;0,11142932979084;0,0732435682484917;0;0;0;0;0;0,0758512150355081;0,13907908503911;0;0;0;1;0,23722568797798;0,0477521692966364;0,258228963735582;0;0;0;0;0;0;0;0;0;0;0;0;0,051407631538702;0;0;0,05789859389061;0,145245895906513;0,105350112412486;0,0599340166376123;0,053360678783996;0;0;0;0,0709100692601523;0;0,0487377336680989;0;0,15416599283062;0;0,0737278788285771;0;0;0;0;0,118994941992825;0;0;0;0,101917399339242;0;0;0;0,0993776293417771;0,192815225323273;0,10580790520868;0;0,172707054468954;0,112533801614801;0;0,172372237843085;0,136002420772471;0,142751138585267;0
0;0,183963090010658;0;0;0,334243470506404;0;0,151720652135584;0,248112575171176;0,278526889537529;0;0,0785024503394794;0,0626018619134368;0,28344392713026;0,119810956010733;0;0,106209074769359;0,0960214099810898;0,0728574104070994;0,0654308643533311;0,121219518733389;0,130732209905788;0,23722568797798;1;0,0618403705154143;0,203409067743507;0;0;0,117081698669022;0,11235949554181;0,156689565382588;0;0;0,177786186612476;0,166053106144411;0;0;0;0,181321311739752;0;0,0967044269296692;0;0,176221592742487;0,125150038589621;0;0,0866757044105148;0,0822734930374482;0,104829095277046;0,146924663807819;0,0613354645284596;0,0634808936564737;0,116554197900817;0,0877098281637455;0,0674823078380538;0;0,102794745879305;0,0569226425928456;0,0696745169685481;0,0528514041599082;0;0,146036256085165;0;0;0;0,0664930870399258;0;0,165969205157028;0,0602459713239789;0;0,095204653379035;0;0;0;0,0705566244212968;0;0,0590778690572766;0;0;0
0;0,292743667505022;0,0931127276765804;0;0,0801592462610832;0,0720235487611844;0,16922493899031;0,126359565273176;0,143998241672858;0,132153923949443;0;0,266831339634889;0;0;0;0,184492594460571;0,0491534346059702;0,0868381248700592;0;0,281895789688727;0,0571110061383318;0,0477521692966364;0,0618403705154143;1;0,0535420876473206;0;0;0;0;0;0,0813463864110611;0,134520424109879;0,0589295182361991;0;0,116230968213464;0,273201800760693;0;0;0,114046620533363;0,0635790968152013;0;0,0800081226931378;0,069961214185348;0,137277749356592;0;0;0;0,188232977432275;0;0,177290169985263;0;0,19648587680364;0;0;0;0,207091558540063;0;0;0;0;0;0;0;0;0;0,0695917903839504;0;0;0;0;0;0;0;0;0;0;0;0
0,0673428505081203;0,109322480664915;0;0;0,335261304028128;0;0,0894995237532349;0,0554905632933034;0,391015484956973;0,0730095312475977;0,107115560785724;0,0614747212078286;0,171077919099797;0,0802739090537207;0;0;0,0998325832424162;0,0578411642276899;0;0,103388018395119;0,18400291130436;0,258228963735582;0,203409067743507;0,0535420876473206;1;0;0,0655759925897762;0;0,114615050090066;0,0607806676403209;0,0717282501358266;0,0758428551742273;0,128353440993101;0,0698535549320929;0;0;0;0;0;0;0,0736680911562653;0,086507040548931;0,144901936760757;0;0;0,0615327194998968;0,0597502644288796;0;0,118629791098687;0;0,0667859561205651;0,0721603614005877;0,0632225536272726;0,0551719794517389;0;0;0;0;0;0;0;0,0771181741096938;0;0,0561992221156414;0,0606455789284504;0,0495356874106784;0;0;0,0964394858819718;0;0,0502363645783941;0;0;0;0;0,0545695702277571;0;0
0;0;0;0,29919639250533;0;0,117453684300731;0;0,214517880286184;0;0;0;0;0,363482426184612;0,437118122282943;0;0;0;0;0,523823687854198;0;0,180575620622618;0;0;0;0;1;0,0767722752002472;0,309487932996016;0,351676198709602;0,278374423979338;0,231886262360074;0;0,303487153341594;0,288387376799068;0,0845879516066986;0,073265540768108;0,117502427648128;0,205246117994231;0;0,0647831601914937;0;0;0;0;0,335722028534128;0,223505723748428;0,167277922679277;0,132501014750903;0,170114727963512;0,0798346536002688;0;0,125191199610239;0,0656139204309017;0,0775561299592806;0,129651540432352;0;0,0912127483357651;0,167257189088014;0,302530862307598;0,183903064446254;0,126168625126869;0;0;0;0,123945108169279;0;0,154186017771652;0;0,0662459563860923;0;0,213740479523685;0;0,0630428637308671;0;0;0;0;0
0;0,102305624995333;0;0;0;0,160155404899432;0,121302571078246;0,065777774860538;0;0;0;0,0859218136021973;0,0571178164070823;0,214060480555098;0;0,0637791836273309;0;0;0;0,207344489898809;0,160119141144575;0;0;0;0,0655759925897762;0,0767722752002472;1;0,129454810869687;0,138096449026444;0;0,147915146082295;0,208265220490557;0,167178038012043;0,049352272372507;0,105848196984732;0,0753828636380001;0;0;0;0,120903262370026;0;0;0,0779934978453995;0;0;0,211170949062262;0,111249314258562;0,149713285156449;0;0,0738379097359038;0,0708539415672982;0,199312987485157;0;0;0;0,0651932736899604;0;0;0,0889915180335878;0;0;0;0;0;0,0633872338646797;0,151106952145284;0,136653166636852;0;0;0;0,127280042256817;0;0;0;0;0;0;0
0;0,204588809467713;0;0,137146829702944;0;0,203640031876383;0;0,244248691595449;0;0;0;0,167808417342542;0,336876955311149;0,403107701337094;0;0;0;0;0,352584202476552;0,200932924965554;0,305203574093352;0;0,117081698669022;0;0;0,309487932996016;0,129454810869687;1;0,236403255289772;0,174657270103106;0,480210024700376;0,168529708851259;0,424444706892753;0,146679512917276;0,158117774726612;0,242137228321381;0,0751804645301596;0,195691733094747;0,0934526134576873;0,103145616160405;0;0,0644793667993574;0;0;0,208889954818302;0,33329801003069;0,226919785748488;0,343843834354558;0,192867864084;0,156835251625675;0;0,348967589727741;0;0,134485891691851;0,158903654122684;0;0;0;0,221428746276445;0,151859390902639;0,119922281769839;0,113399703970549;0;0;0,144542196247574;0,161741956547752;0,213794754931465;0;0;0;0,247271070941467;0;0;0;0;0;0;0
0;0;0;0;0;0,0773988060996678;0;0,16305254800349;0;0;0;0;0,305927088330188;0,439791899178627;0;0;0;0;0,184877371330343;0;0,357267287412868;0;0,11235949554181;0;0,114615050090066;0,351676198709602;0,138096449026444;0,236403255289772;1;0,365776288962658;0,193114111203258;0,0756711420061067;0,282317932514248;0,192195750134101;0;0;0;0,110463370985518;0;0;0;0;0;0;0,172503409849042;0,206303537852557;0,145153995164526;0,0968273580504847;0,156218640061635;0;0;0,116726087711257;0,101806166412365;0,0793309755870915;0,0613626765136476;0;0,0874552060037974;0;0,115916757144432;0,180999098576593;0;0;0;0;0,0797175115716452;0;0,0670735927662576;0;0,0782960705954533;0;0,19202255493308;0;0;0;0;0;0;0
0;0,0862427124582414;0;0,162789302683422;0,126273989231795;0;0;0,196243335553529;0;0;0;0;0,309977121208489;0,349269395380497;0;0;0;0;0,286679299986016;0;0,312105961014514;0;0,156689565382588;0;0,0607806676403209;0,278374423979338;0;0,174657270103106;0,365776288962658;1;0,142260480063408;0,106981131181424;0,354446057653889;0,132704579128109;0;0;0,0509705301279173;0,122054922119253;0;0;0;0;0;0;0,22797654050832;0,130349003854111;0,0947445721197299;0,0753656249924916;0,13204928405569;0;0;0;0,117237093007763;0,0725868921022385;0,14676236353024;0;0,0589450571317121;0,142873283029283;0,123847298663392;0,228261306250219;0;0;0,0524630922805441;0;0,0841505537953482;0;0;0;0,159178661471166;0;0,105327466472638;0;0,0981166196521276;0;0;0;0;0
0;0,286493086181076;0;0;0,0803028400367855;0,179827173871493;0,053348502792495;0,179757170182913;0;0;0;0,182280025860761;0,302267716761278;0,40957939756663;0;0,130549527076793;0;0;0,267156235259194;0,312794128097936;0,360496200526253;0;0;0,0813463864110611;0,0717282501358266;0,231886262360074;0,147915146082295;0,480210024700376;0,193114111203258;0,142260480063408;1;0,35626348330163;0,450088170092862;0,0806432437491236;0,150710457384576;0,333004713986738;0;0,0900218683899527;0,144786800662227;0,0653113262587396;0;0;0;0;0,0706560138489162;0,378852681225666;0,235289307553351;0,435412461316504;0,178910899995749;0,208490791013223;0;0,394863233362197;0;0,130941091136224;0,0552718282864334;0,113683059747413;0;0;0,190410114487795;0;0,108484171837765;0,104818542885222;0;0;0,129310361524746;0,157043194324892;0,200246837873996;0;0;0;0,222986216496687;0;0;0;0;0;0;0
0;0,238532665259017;0;0;0,0743787663885068;0;0,0755644432135443;0;0;0;0;0,201059322810936;0;0,238002003293907;0;0;0;0;0;0,278423907455296;0,342218190278852;0;0;0,134520424109879;0,0758428551742273;0;0,208265220490557;0,168529708851259;0,0756711420061067;0,106981131181424;0,35626348330163;1;0,440946878558738;0;0;0,18886518317881;0;0;0;0;0;0;0;0,0621213235595049;0;0,186384309464316;0,0824186418253765;0,297566231382534;0;0;0;0,118978335754788;0;0;0;0;0;0;0;0;0;0;0;0;0,070491340896006;0;0;0;0;0;0,0523116937228144;0;0;0;0;0;0;0
0;0,274855036630472;0;0,0817589853555008;0,213996143870369;0;0;0,278276012340984;0;0;0;0,0985364248423798;0,437920283967256;0,476541597579816;0;0;0;0;0,233373521256466;0,1715107525486;0,424954468406825;0;0,177786186612476;0,0589295182361991;0,128353440993101;0,303487153341594;0,167178038012043;0,424444706892753;0,282317932514248;0,354446057653889;0,450088170092862;0,440946878558738;1;0,159910290357935;0;0,165073154411023;0;0,181774132438837;0;0;0;0;0;0;0,120409744363151;0,279633566160419;0,159067343453997;0,325766277173759;0,0809164032647295;0,086173939548967;0;0,226288417145738;0;0,0879891186159706;0,0758155799832284;0;0,0652296337204399;0,0478756844741851;0,125698136230069;0,124016744882847;0;0,0662183567154549;0;0;0,0833450438466998;0;0,0581326813790741;0;0;0;0,1848754587815;0;0;0;0;0;0;0
0;0;0;0,272673720078747;0,161693152502164;0;0;0,120651173390142;0;0;0;0;0,284302428312417;0,251192631912072;0,0488811704527882;0;0;0;0,279140410982972;0;0,092362250467575;0;0,166053106144411;0;0,0698535549320929;0,288387376799068;0,049352272372507;0,146679512917276;0,192195750134101;0,132704579128109;0,0806432437491236;0;0,159910290357935;1;0,109180185418221;0,129504903222531;0,0499856580528102;0,178045735391992;0,056946142920571;0,0831676711350634;0;0;0;0;0,178990261980738;0,0835435882830298;0;0;0,0678134979397207;0,0686002358525864;0;0;0;0,0627708335707275;0,123875137862163;0;0,0480841057340031;0,148462370264148;0,153942637783033;0,123505148005379;0,182091939738855;0;0;0;0;0,0571317136631669;0;0;0;0;0;0;0;0;0;0;0;0
