"v1";"v1_classe";"v2";"v2_classe";"data$asso";"link_genus"
"Paralia";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,374621596316865;"Bacillariophyceae-Bacillariophyceae"
"Paralia";"Bacillariophyceae";"Eutreptiella";"Euglenozoa";0,254018929048414;"Bacillariophyceae-Euglenozoa"
"Paralia";"Bacillariophyceae";"Gymnodiniales";"Dinophyceae";0,188412409473636;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Thalassiosira";"Bacillariophyceae";0,11151850001525;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Biddulphia";"Bacillariophyceae";0,196003234164752;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Chaetoceros";"Bacillariophyceae";0,326401562546858;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Guinardia";"Bacillariophyceae";0,244841284945279;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Nitzschia";"Bacillariophyceae";0,100829216999933;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Odontella";"Bacillariophyceae";0,0630513638968905;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Prorocentrum";"Dinophyceae";0,276393426501038;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,224052936973166;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Rhizosolenia";"Bacillariophyceae";0,197967965048218;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Skeletonema";"Bacillariophyceae";0,048448109019162;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,248112575171176;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Trieres";"Bacillariophyceae";0,126359565273176;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,0554905632933034;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Leptocylindrus";"Bacillariophyceae";0,214517880286184;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Meuniera";"Bacillariophyceae";0,065777774860538;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Protoperidinium";"Dinophyceae";0,244248691595449;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Cerataulina";"Bacillariophyceae";0,16305254800349;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Dactyliosolen";"Bacillariophyceae";0,196243335553529;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Gyrodinium";"Dinophyceae";0,179757170182913;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Pseudo-nitzschia";"Bacillariophyceae";0,278276012340984;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Eucampia";"Bacillariophyceae";0,120651173390142;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Diploneis";"Bacillariophyceae";0,146242479395729;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Gymnodinium";"Dinophyceae";0,133868045024596;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Diplopsalis";"Dinophyceae";0,159253158141187;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Trigonium";"Bacillariophyceae";0,127744065234414;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Scrippsiella";"Dinophyceae";0,134668251398331;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Katodinium";"Dinophyceae";0,185555953476058;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Torodinium";"Dinophyceae";0,153956754533535;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Ciliophora.x";"Ciliophora";0,240870479780821;"Bacillariophyceae-Ciliophora"
"Pleurosigma";"Bacillariophyceae";"Heterocapsa";"Dinophyceae";0,0929698544355434;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,0933556850551943;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Pennées";"Bacillariophyceae";0,0851408482402512;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,199413032208752;"Bacillariophyceae-Cryptophyceae"
"Pleurosigma";"Bacillariophyceae";"Mesodinium";"Ciliophora";0,0870661274101771;"Bacillariophyceae-Ciliophora"
"Pleurosigma";"Bacillariophyceae";"Alexandrium";"Dinophyceae";0,0831743763238778;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Licmophora";"Bacillariophyceae";0,0673502054984455;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Lithodesmium";"Bacillariophyceae";0,0674313760993838;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Polykrikos";"Dinophyceae";0,163250487879172;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Brockmanniella";"Bacillariophyceae";0,0864007746777667;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Karlodinium";"Dinophyceae";0,134268674737556;"Bacillariophyceae-Dinophyceae"
"Pleurosigma";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,162255008296969;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Eutreptiella";"Euglenozoa";0,169985623223512;"Bacillariophyceae-Euglenozoa"
"Pleurosigma";"Bacillariophyceae";"Cylindrotheca";"Bacillariophyceae";0,0553828571672911;"Bacillariophyceae-Bacillariophyceae"
"Pleurosigma";"Bacillariophyceae";"Gymnodiniales";"Dinophyceae";0,156049356870969;"Bacillariophyceae-Dinophyceae"
"Thalassiosira";"Bacillariophyceae";"Asterionella";"Bacillariophyceae";0,139477181755389;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Bacillaria";"Bacillariophyceae";0,115062784910906;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Biddulphia";"Bacillariophyceae";0,107699602020556;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Chaetoceros";"Bacillariophyceae";0,169941404742363;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Nitzschia";"Bacillariophyceae";0,161541835047831;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Odontella";"Bacillariophyceae";0,180567551767431;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Plagiogramma";"Bacillariophyceae";0,0990059151353993;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,121179801367784;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Skeletonema";"Bacillariophyceae";0,463105620265655;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,278526889537529;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Trieres";"Bacillariophyceae";0,143998241672858;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,391015484956973;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Trigonium";"Bacillariophyceae";0,104411706641989;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Dictyocha";"Dictyochophyceae";0,221450186227221;"Bacillariophyceae-Dictyochophyceae"
"Thalassiosira";"Bacillariophyceae";"Porosira";"Bacillariophyceae";0,179329633901133;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Torodinium";"Dinophyceae";0,0509257350748509;"Bacillariophyceae-Dinophyceae"
"Thalassiosira";"Bacillariophyceae";"Ciliophora.x";"Ciliophora";0,119434036067484;"Bacillariophyceae-Ciliophora"
"Thalassiosira";"Bacillariophyceae";"Heterocapsa";"Dinophyceae";0,148738624711028;"Bacillariophyceae-Dinophyceae"
"Thalassiosira";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,0650893334587309;"Bacillariophyceae-Dinophyceae"
"Thalassiosira";"Bacillariophyceae";"Pennées";"Bacillariophyceae";0,0516376112492447;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,117232312597769;"Bacillariophyceae-Cryptophyceae"
"Thalassiosira";"Bacillariophyceae";"Heterosigma";"Raphidophyceae";0,0775214195054063;"Bacillariophyceae-Raphidophyceae"
"Thalassiosira";"Bacillariophyceae";"Brockmanniella";"Bacillariophyceae";0,188658916531567;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,179660852623194;"Bacillariophyceae-Bacillariophyceae"
"Thalassiosira";"Bacillariophyceae";"Eutreptiella";"Euglenozoa";0,0873893426916791;"Bacillariophyceae-Euglenozoa"
"Thalassiosira";"Bacillariophyceae";"Cylindrotheca";"Bacillariophyceae";0,0748044486405918;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Biddulphia";"Bacillariophyceae";0,0871783483062489;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Nitzschia";"Bacillariophyceae";0,0563808133337526;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Odontella";"Bacillariophyceae";0,0630259616863017;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,0527904628152515;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Skeletonema";"Bacillariophyceae";0,11142932979084;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Trieres";"Bacillariophyceae";0,132153923949443;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,0730095312475977;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Gymnodinium";"Dinophyceae";0,0543312313089967;"Bacillariophyceae-Dinophyceae"
"Asterionella";"Bacillariophyceae";"Euglenoidea";"Euglenozoa";0,125306921949251;"Bacillariophyceae-Euglenozoa"
"Asterionella";"Bacillariophyceae";"Dictyocha";"Dictyochophyceae";0,0890157460945292;"Bacillariophyceae-Dictyochophyceae"
"Asterionella";"Bacillariophyceae";"Porosira";"Bacillariophyceae";0,069030200236643;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Scenedesmus";"Chlorophyta";0,113678859645573;"Bacillariophyceae-Chlorophyta"
"Asterionella";"Bacillariophyceae";"Heterocapsa";"Dinophyceae";0,0488077424196332;"Bacillariophyceae-Dinophyceae"
"Asterionella";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,0825323194013447;"Bacillariophyceae-Dinophyceae"
"Asterionella";"Bacillariophyceae";"Pennées";"Bacillariophyceae";0,0675052547505137;"Bacillariophyceae-Bacillariophyceae"
"Asterionella";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,059239593037219;"Bacillariophyceae-Cryptophyceae"
"Asterionella";"Bacillariophyceae";"Chlorophyceae";"Chlorophyta";0,100294650767916;"Bacillariophyceae-Chlorophyta"
"Asterionella";"Bacillariophyceae";"Brockmanniella";"Bacillariophyceae";0,0869989421402616;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Biddulphia";"Bacillariophyceae";0,0803018850891091;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Odontella";"Bacillariophyceae";0,13355076725711;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,0926672579387727;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Skeletonema";"Bacillariophyceae";0,0732435682484917;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,0785024503394794;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,107115560785724;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Porosira";"Bacillariophyceae";0,12193382610519;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Brockmanniella";"Bacillariophyceae";0,13548504966944;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,0525289158796834;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Cylindrotheca";"Bacillariophyceae";0,0909131483271607;"Bacillariophyceae-Bacillariophyceae"
"Bacillaria";"Bacillariophyceae";"Thalassiosiraceae";"Bacillariophyceae";0,0654516324251857;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Chaetoceros";"Bacillariophyceae";0,0574160583941019;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Guinardia";"Bacillariophyceae";0,105111541329754;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Nitzschia";"Bacillariophyceae";0,0537741636153574;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Odontella";"Bacillariophyceae";0,305007505598779;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Plagiogramma";"Bacillariophyceae";0,0827710983885067;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,598033966893791;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Rhizosolenia";"Bacillariophyceae";0,166478139737108;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,0626018619134368;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Trieres";"Bacillariophyceae";0,266831339634889;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,0614747212078286;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Meuniera";"Bacillariophyceae";0,0859218136021973;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Protoperidinium";"Dinophyceae";0,167808417342542;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Gyrodinium";"Dinophyceae";0,182280025860761;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Phaeocystis";"Haptophyta";0,201059322810936;"Bacillariophyceae-Haptophyta"
"Biddulphia";"Bacillariophyceae";"Pseudo-nitzschia";"Bacillariophyceae";0,0985364248423798;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Diploneis";"Bacillariophyceae";0,147201393183768;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Gymnodinium";"Dinophyceae";0,0678367414494743;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Trigonium";"Bacillariophyceae";0,151400527498257;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Helicotheca";"Bacillariophyceae";0,0627187068661463;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Dictyocha";"Dictyochophyceae";0,0945388605735091;"Bacillariophyceae-Dictyochophyceae"
"Biddulphia";"Bacillariophyceae";"Porosira";"Bacillariophyceae";0,0674338223879155;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Katodinium";"Dinophyceae";0,0982231050252749;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Ciliophora.x";"Ciliophora";0,300644789952932;"Bacillariophyceae-Ciliophora"
"Biddulphia";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,13795535612759;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,33207052519738;"Bacillariophyceae-Cryptophyceae"
"Biddulphia";"Bacillariophyceae";"Chlorophyceae";"Chlorophyta";0,0899838557750278;"Bacillariophyceae-Chlorophyta"
"Biddulphia";"Bacillariophyceae";"Polykrikos";"Dinophyceae";0,0643804928760539;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Brockmanniella";"Bacillariophyceae";0,181993526930944;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Karlodinium";"Dinophyceae";0,0861316983423117;"Bacillariophyceae-Dinophyceae"
"Biddulphia";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,254700950183555;"Bacillariophyceae-Bacillariophyceae"
"Biddulphia";"Bacillariophyceae";"Eutreptiella";"Euglenozoa";0,243597254070738;"Bacillariophyceae-Euglenozoa"
"Biddulphia";"Bacillariophyceae";"Gymnodiniales";"Dinophyceae";0,204785995729534;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Guinardia";"Bacillariophyceae";0,357237742786406;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Nitzschia";"Bacillariophyceae";0,141758061214381;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Prorocentrum";"Dinophyceae";0,41528973759852;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,0565636691533163;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Rhizosolenia";"Bacillariophyceae";0,31104674342547;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,28344392713026;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,171077919099797;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Leptocylindrus";"Bacillariophyceae";0,363482426184612;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Meuniera";"Bacillariophyceae";0,0571178164070823;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Protoperidinium";"Dinophyceae";0,336876955311149;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Cerataulina";"Bacillariophyceae";0,305927088330188;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Dactyliosolen";"Bacillariophyceae";0,309977121208489;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Gyrodinium";"Dinophyceae";0,302267716761278;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Pseudo-nitzschia";"Bacillariophyceae";0,437920283967256;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Eucampia";"Bacillariophyceae";0,284302428312417;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Diploneis";"Bacillariophyceae";0,0522483076734935;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Gymnodinium";"Dinophyceae";0,138612021558797;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Diplopsalis";"Dinophyceae";0,210218519500991;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Trigonium";"Bacillariophyceae";0,0645276169514271;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Dictyocha";"Dictyochophyceae";0,0487132307615924;"Bacillariophyceae-Dictyochophyceae"
"Chaetoceros";"Bacillariophyceae";"Porosira";"Bacillariophyceae";0,052412793738713;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Scrippsiella";"Dinophyceae";0,299262214906134;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Katodinium";"Dinophyceae";0,212794093376789;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Torodinium";"Dinophyceae";0,121803922549609;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Ciliophora.x";"Ciliophora";0,218207880780764;"Bacillariophyceae-Ciliophora"
"Chaetoceros";"Bacillariophyceae";"Heterocapsa";"Dinophyceae";0,225423373122706;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,135033205683205;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,202070746595718;"Bacillariophyceae-Cryptophyceae"
"Chaetoceros";"Bacillariophyceae";"Mesodinium";"Ciliophora";0,118202683297474;"Bacillariophyceae-Ciliophora"
"Chaetoceros";"Bacillariophyceae";"Alexandrium";"Dinophyceae";0,147852624506803;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Licmophora";"Bacillariophyceae";0,0789013066529104;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Lithodesmium";"Bacillariophyceae";0,102665095075656;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Polykrikos";"Dinophyceae";0,248796151810132;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Gonyaulax";"Dinophyceae";0,22258068666393;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Karlodinium";"Dinophyceae";0,0769849904766294;"Bacillariophyceae-Dinophyceae"
"Chaetoceros";"Bacillariophyceae";"Delphineis";"Bacillariophyceae";0,103888392481089;"Bacillariophyceae-Bacillariophyceae"
"Chaetoceros";"Bacillariophyceae";"Eutreptiella";"Euglenozoa";0,139095974524454;"Bacillariophyceae-Euglenozoa"
"Chaetoceros";"Bacillariophyceae";"Gymnodiniales";"Dinophyceae";0,132997441749559;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Prorocentrum";"Dinophyceae";0,305846018377952;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Rhaphoneis";"Bacillariophyceae";0,221739567268841;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Rhizosolenia";"Bacillariophyceae";0,538791964028157;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Thalassionema";"Bacillariophyceae";0,119810956010733;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Lauderia";"Bacillariophyceae";0,0802739090537207;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Leptocylindrus";"Bacillariophyceae";0,437118122282943;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Meuniera";"Bacillariophyceae";0,214060480555098;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Protoperidinium";"Dinophyceae";0,403107701337094;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Cerataulina";"Bacillariophyceae";0,439791899178627;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Dactyliosolen";"Bacillariophyceae";0,349269395380497;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Gyrodinium";"Dinophyceae";0,40957939756663;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Phaeocystis";"Haptophyta";0,238002003293907;"Bacillariophyceae-Haptophyta"
"Guinardia";"Bacillariophyceae";"Pseudo-nitzschia";"Bacillariophyceae";0,476541597579816;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Eucampia";"Bacillariophyceae";0,251192631912072;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Diploneis";"Bacillariophyceae";0,174172961839961;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Gymnodinium";"Dinophyceae";0,185386542413966;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Akashiwo";"Dinophyceae";0,0544652145579599;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Diplopsalis";"Dinophyceae";0,154743779379967;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Trigonium";"Bacillariophyceae";0,115938345199679;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Scrippsiella";"Dinophyceae";0,1120647663554;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Katodinium";"Dinophyceae";0,343194353420126;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Torodinium";"Dinophyceae";0,172373532016021;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Ciliophora.x";"Ciliophora";0,345701297332069;"Bacillariophyceae-Ciliophora"
"Guinardia";"Bacillariophyceae";"Heterocapsa";"Dinophyceae";0,124923966738067;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Amphidinium";"Dinophyceae";0,152459440853595;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Pennées";"Bacillariophyceae";0,0743933174848607;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Cryptophyceae.x";"Cryptophyceae";0,343035078058285;"Bacillariophyceae-Cryptophyceae"
"Guinardia";"Bacillariophyceae";"Mesodinium";"Ciliophora";0,13037897821195;"Bacillariophyceae-Ciliophora"
"Guinardia";"Bacillariophyceae";"Alexandrium";"Dinophyceae";0,0515683245646018;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Chlorophyceae";"Chlorophyta";0,0917237774497474;"Bacillariophyceae-Chlorophyta"
"Guinardia";"Bacillariophyceae";"Licmophora";"Bacillariophyceae";0,125760113599208;"Bacillariophyceae-Bacillariophyceae"
"Guinardia";"Bacillariophyceae";"Polykrikos";"Dinophyceae";0,199882580466108;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Gonyaulax";"Dinophyceae";0,0681891912731916;"Bacillariophyceae-Dinophyceae"
"Guinardia";"Bacillariophyceae";"Pyramimonas";"Chlorophyta";0,0783973807095041;"Bacillariophyceae-Chlorophyta"
"Guinardia";"Bacillariophyceae";"Karlodinium";"Dinophyceae";0,172307223970669;"Bacillariophyceae-Dinophyceae"
