"Actinoptychus";"Asterionellopsis";"Coscinodiscus";"Dinophysis";"Ditylum";"Navicula";"Paralia";"Pleurosigma";"Thalassiosira";"Asterionella";"Bacillaria";"Biddulphia";"Chaetoceros";"Guinardia";"Melosira";"Nitzschia";"Odontella";"Plagiogramma";"Prorocentrum";"Rhaphoneis";"Rhizosolenia";"Skeletonema";"Thalassionema";"Trieres";"Lauderia";"Leptocylindrus";"Meuniera";"Protoperidinium";"Cerataulina";"Dactyliosolen";"Gyrodinium";"Phaeocystis";"Pseudo-nitzschia";"Eucampia";"Diploneis";"Gymnodinium";"Akashiwo";"Diplopsalis";"Euglenoidea";"Trigonium";"Helicotheca";"Dictyocha";"Synedra";"Protoctista";"Pediastrum";"Scenedesmus";"Scrippsiella";"Tripos";"Noctiluca";"Katodinium";"Bacteriastrum";"Torodinium";"Ciliophora.x";"Heterocapsa";"Amphidinium";"Pennées";"Cryptophyceae.x";"Peridiniales";"Mesodinium";"Alexandrium";"Licmophora";"Lithodesmium";"Polykrikos";"Gonyaulax";"Pyramimonas";"Heterosigma";"Ceratium";"Dinoflagellata.x";"Brockmanniella";"Karenia";"Eutreptiella";"Bacillariaceae";"Podosira";"Plagiogrammopsis";"Euglena";"Peridinium";"Corethron";"Cylindrotheca";"Lingulodinium";"Naviculaceae";"Gymnodiniales";"Proboscia";"Gonyaulacaceae";"Dinobryon";"Detonula";"Oxytoxum";"Centriques";"Chromista.x";"Fragilariaceae";"Prymnesiophyceae";"Protoceratium";"Phalacroma";"Gymnodiniaceae";"Euglenaceae";"Achnanthes";"Eutreptiaceae";"Asteroplanus";"Neocalyptrella";"Grammatophora";"Warnowia";"Thalassiosiraceae";"Hemiaulus";"Melosiraceae";"Haslea";"Lepidodinium";"Dinophyceae.x";"Striatella";"Euglenia";"Plagiolemma";"Kareniaceae";"Mediopyxis";"Amphora";"Thalassionemataceae";"Goniodoma";"Cocconeis";"Oblea";"Chaetocerotaceae";"Entomoneis";"Tintinnidae";"Cymatosiraceae";"Pronoctiluca";"Amylax";"Entomoneidaceae";"Cryptomonadales";"Tintinnina"
0;0,143039621573401;0,0908887359605395;0,132517704804298;0;0;0;0;0;0;0;0;0,100100874033536;0;0;0;0;0;0,117674653358645;0;0;0;0,058743780788956;0,0972943378313097;0;0,0681522542243252;0,0359961505119897;0,10801126008965;0,0754353479360798;0;0,114502759467505;0;0;0;0;0,107494612595639;0,071572390060437;0;0;0;0,129281083489704;0,048681789806746;0;0;0;0;0,120322590769218;0,165067072689903;0,143842789263371;0;0,0569802833667946;0,156997300674085;0,173230932518876;0,142935588662253;0;0;0;0;0,0506680336931751;0;0;0,217991544471408;0,121825336500248;0,0577883075429642;0;0,230612954088609;0;0;0;0,0635577451750391;0;0,0918292562489376;0;0;0;0;0,0746516456333428;0,152344658003619;0,19324170596049;0,134505573613544;0,157889952139598;0,225067711381435;0,0414101099340569;0;0,0770019458584472;0,0651955237360373;0;0;0;0;0,0693747750147698;0,199047190987746;0,0852657814764475;0,201436668813556;0,0965965321623237;0,0588725554775128;0;0,231413270898108;0,0353394691616351;0;0;0,0974075438152124;0,0347430765421218;0,0510410701673995;0;0;0,0444773772239339;0;0;0,18839752620775;0,30409734180767;0;0;1;0;0,161771733821304;0;0,0919326615123208;0,242731829804761;0,188761678011912;0,109514597549168;0;0;0,304316375579004;0,142920201114959
0,141935799329499;0,0581051915421644;0;0;0;0,114616806340003;0,0492657630435471;0,0432805208355284;0,0371767179621629;0;0;0;0;0;0,035437303437821;0,0784817325544795;0;0;0;0,0957177743681589;0;0;0,0671760402205396;0,112930637486647;0;0;0;0;0;0;0;0;0;0,0771091180788527;0;0,121890054473567;0;0;0;0,0860795821675207;0,0418022960179909;0;0;0,176732608993071;0,107243421295227;0;0;0;0;0;0,0478498574805555;0;0,0906208020890012;0;0;0,112855634835357;0;0,16839184820156;0;0;0;0,0743706037653219;0;0;0,0394815434996824;0,0726757678531686;0;0,167251394494304;0,0853575234030801;0;0,184049950458833;0;0;0,111647653527253;0;0;0,0679527070539073;0,10445585938;0;0;0,0720556956211796;0;0;0;0;0;0,15844422147063;0,29453926998642;0;0;0;0;0;0;0,0722457978070569;0;0,116970322702979;0;0,142310476610295;0;0;0,0358211765480662;0;0;0,038312141138418;0;0;0;0;0,0599853452441492;0;0;0;0;1;0,0373954201528956;0;0,257614701837386;0,0510108806863494;0,0647435981644457;0;0;0;0,0503010547507583;0
0;0,207850033379958;0,121384439812408;0,131173663563006;0;0;0;0,0718711961963653;0;0;0;0;0,101276337856986;0;0;0;0;0;0,10981263380952;0;0;0;0,114430546193077;0,173910007644895;0;0,0924195507021753;0,0415962610364273;0,087591244614619;0,0879796445686951;0;0,148330707061581;0;0,069582813989077;0,0657625416051553;0;0,144747436400007;0;0;0;0;0,185405257782354;0,0473627241040179;0;0,0722041105431354;0;0;0,107788261747171;0,195763536928189;0,0850728033574709;0;0,0678300463372217;0,203013999524759;0,186477777294138;0,11569287243851;0;0;0;0;0,0662969199755005;0;0,0689495873883299;0,20047173682688;0,130529782081886;0,0907317945409803;0;0,186950685357816;0;0;0;0,116615086139163;0;0;0;0;0;0;0;0,12403033543381;0,0973295964597438;0,121919683358692;0,119318649746364;0,202776898464055;0,0653707623606973;0;0,121039883650661;0,0721221324180189;0;0;0,0662996058764418;0;0,046350331343074;0,0403868295054131;0,103302958160546;0,193009582573638;0,085903841591227;0;0,0459952797303027;0,209574606027668;0;0;0;0,0814618522156931;0;0,0591295107293919;0;0;0,0408771635714702;0;0;0,0942222891670526;0,274227241379597;0;0;0,161771733821304;0,0373954201528956;1;0;0;0,112410757699139;0,194145923438367;0,119118739147512;0;0;0,307039559753875;0,292805457630975
0;0;0,145450752316905;0,175991359351964;0,0489282256269106;0;0;0,0611171665817279;0;0,130319249814507;0;0;0;0,0685122551896601;0,0674478969485845;0,0953743335684006;0;0;0,165861203565142;0;0,0358357840926922;0;0;0;0,0796552356207704;0,197891399486903;0;0,18968432943246;0,0678070781963502;0,0592203855884834;0,174168546057905;0;0,107065176775918;0,115526615232996;0;0;0;0,144736545906239;0;0;0;0,0597026149668368;0;0,0673044720863277;0;0;0,162086591246866;0,228936304384248;0,143850106608863;0;0;0;0;0,0849947897832963;0;0;0;0,243976855010592;0;0,117335619031614;0;0;0,150166658678474;0,078740098905624;0;0;0,101517919802147;0;0;0,110910381717157;0;0;0;0;0,0929477889908763;0;0;0;0;0,217612918651053;0,141157832531592;0,0428321099589392;0;0;0;0;0,159059305630681;0;0;0;0;0;0,12698175507282;0;0;0;0;0;0;0;0;0;0;0;0,116826541742248;0;0;0;0;0;0;0;0,175903647638637;0;0;0;1;0;0;0;0;0,0530074108629027;0;0;0
0,171520515686382;0,118292086900275;0,0636964760244235;0;0,113414928735013;0,0947141801238644;0,115340768257296;0,0934101283484346;0,0553426161416294;0;0;0;0;0;0;0;0,0418353036686195;0;0;0,140381648984718;0;0,0427781908837734;0,0546249945477228;0,149995733097961;0;0;0;0;0;0;0;0;0;0;0,0826343125517848;0,108859981606896;0;0;0;0;0,155075252640596;0;0;0,107441862612598;0,114146760017998;0,0642352574925945;0,0632073672468781;0,0349063340038342;0,0412005996338188;0;0;0,0435544791674604;0,254536468217802;0,0605615417389149;0;0,110612071768831;0,0571590988887679;0,17996022873744;0,0396567750643929;0;0;0,0546149123996405;0,0546579124114603;0;0,0984754593823747;0,0789586993428799;0;0,0593300165203974;0,113750993009165;0;0,132225215042642;0,0580217297041579;0;0,263511596911279;0;0;0;0,138871125036208;0,033757306093443;0,0594091110781656;0,178389618961016;0;0;0;0,134232366585922;0,124399485672315;0,173685888957554;0,318343802213977;0;0;0;0;0;0,061169819212805;0;0;0,202887476008319;0,0676956907820781;0,123095392081246;0;0;0;0,0851807931748;0;0;0;0;0;0,113960669707396;0,122936846268;0,0584796652423301;0;0;0,0919326615123208;0,257614701837386;0;0;1;0,204379263664937;0,179166312518566;0,0913542280282175;0;0;0,0914846277238131;0,0383605438164069
0;0,183774195527088;0,23884089484488;0,100514748914906;0;0;0;0,0496527515295309;0;0;0;0;0,0771625966830462;0;0;0;0;0;0,104782441785697;0;0;0;0,104213957695266;0,230967145084669;0;0,0763290672836184;0,124177408721986;0,072692811178556;0,103546412019544;0;0,133255117556217;0;0,0642924200730328;0;0,0514783798338066;0,0366085897088799;0,0875500418180743;0;0;0;0,198224225952354;0,0552385934039811;0;0;0;0;0,11498486946695;0,211950416776495;0,184457255429243;0;0,0950104827674144;0,196684907127697;0,213835462385045;0,188787318437524;0;0;0;0;0;0;0;0,258114034685384;0,184453985525049;0;0;0,251646913051173;0;0;0;0,0376117348146413;0;0,187210113892078;0;0;0;0;0,0627781543783458;0,233854614796209;0,238178605496814;0,218593842519439;0,21623687674299;0,253140886985272;0,256108209621701;0;0,335670025993351;0,246109096694977;0;0;0,0543399958490321;0;0;0,139938498329691;0,132587792373851;0,227414538057447;0,0420863782915349;0,0764878676808565;0;0,186622224669838;0;0;0,136254116065745;0,204306692005845;0,154263599309845;0,138526722450128;0;0;0,0878685973351895;0;0,0526653048643847;0,459011382474623;0,151184710529267;0;0;0,242731829804761;0,0510108806863494;0,112410757699139;0;0,204379263664937;1;0,270587272945983;0,20093717865805;0;0;0,371013095105327;0
0;0,331245079221462;0,23023732833654;0,0995719205430757;0,0703825237939334;0;0,070940402081512;0,113004983244215;0;0;0;0;0,0476607360144353;0;0;0;0;0;0,0732795144002843;0;0;0;0,152037660118648;0,418175928776017;0;0;0,0688512387207865;0,0733288720294127;0,0656769228322004;0;0,112863645071748;0;0,0362476943080328;0,0722916893739647;0;0,0830673903845153;0,0667578769684479;0;0;0;0,288980217702886;0,0960559235653916;0;0;0;0;0,096225166752355;0,21762183389915;0,0516965383343249;0;0,0864316368453715;0,28593451385606;0,240485379690714;0,157276550159521;0;0;0;0;0;0;0;0,265393308983234;0,137430791657257;0,0598061112771016;0;0,269200830722626;0;0;0;0,138634465257983;0;0,165675594710168;0;0;0;0;0,119840818454791;0,249724487274583;0,1285574091401;0,240120911035502;0,171200996545887;0,188742483929486;0,0474457656854952;0;0,262388385828994;0,136268208153514;0;0;0,0821879479147157;0;0,0507146817975704;0,133502092145624;0,197878053959463;0,229209111548927;0,154419165405241;0,127635324980987;0,103590908375498;0,299117343605715;0,0469753970386619;0;0,0564387764634957;0,155977702832508;0,113388027979587;0,0546107197569756;0;0;0;0;0,0413896200746517;0,160981241386313;0,282974172588452;0;0;0,188761678011912;0,0647435981644457;0,194145923438367;0;0,179166312518566;0,270587272945983;1;0,207954526463984;0;0;0,483007992614073;0,349830281241573
0;0,109815986950011;0,168020001334687;0,135859955072718;0;0;0;0;0;0;0;0;0,0782126481729208;0;0;0;0;0;0,103776494802932;0;0;0;0,0777388098589907;0,133808477890341;0;0,0831755041399748;0,0586360525902865;0,094769883394715;0;0;0,168553701240294;0;0,039461202854047;0,0500440460205194;0;0,0611492602950161;0;0;0;0;0,107930859812936;0,083525725669216;0;0;0;0;0,126146084570826;0,192994332910936;0,190275088101678;0;0,0516901252308064;0,176967984843942;0,190217624826716;0,155034561877022;0,0519856986161935;0;0;0;0,0620441134840543;0;0,0482245694423088;0,199074119451235;0,0994430894687044;0,0645608555377881;0;0,188055390249403;0;0;0;0,107493243190076;0;0,128243324525543;0;0;0;0;0,0339200356678134;0,153129000130033;0,142004807889959;0,133824760010977;0,171237683647392;0,1913174184782;0,0701996229780598;0;0,148550443397334;0,093453600859923;0;0;0,0410292472679016;0;0,0503384970389393;0,0804301833959328;0,140649783887247;0,192531037753335;0,0912570967847181;0;0,038406650070356;0,156784642695404;0,0464729929281283;0,0510159035181268;0;0,143763328286196;0,0431007922102476;0,0691570206067431;0;0;0,0634834741512281;0;0;0,245237171935074;0,199252609884013;0;0;0,109514597549168;0;0,119118739147512;0;0,0913542280282175;0,20093717865805;0,207954526463984;1;0;0;0,243499185800161;0,116245395505546
0;0;0,0779671193447975;0,107462912124779;0;0;0;0;0;0;0;0;0;0;0;0,049396555049982;0;0;0,0725239281916694;0;0;0;0;0;0;0;0;0,136398845504073;0;0;0,107134235722114;0;0;0;0;0,128303101705853;0;0,113891075565414;0;0;0;0;0;0;0;0;0,124635248219141;0,123026041846208;0,10424013646094;0,0746314410003698;0;0;0,0944724647464941;0,161350920538861;0,0732192258816225;0;0,0770865397271385;0;0,136655368024652;0,139807584196002;0;0;0,077776440400494;0,153329961468507;0,0362350991962844;0,0396407094851743;0,0454262239557829;0;0;0,0587068523610712;0;0;0;0;0;0;0;0;0,0413477364055855;0;0;0;0;0;0;0,0482360956513939;0;0;0;0;0,106486653173636;0,0754413642399309;0,0804251125848496;0;0;0;0;0,0434774192777859;0;0;0;0,0567338566192116;0;0,0578972892366176;0;0;0;0;0;0;0;0;0;0;0;0;0,0530074108629027;0;0;0;0;1;0;0;0
0,0983424669360649;0,0328053926496307;0,0372932485718976;0;0,0845190427545662;0;0,0671057958659997;0,0483025218749781;0;0;0;0;0;0;0;0,060441247652438;0;0;0;0;0;0,0517642441960189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0971214705396648;0,0462664909706691;0;0,0896574229794167;0;0;0;0;0,0709547079840207;0;0;0,114615491891565;0;0;0;0;0;0,161352695579582;0,118678241905831;0;0;0,0733714981692917;0;0;0;0,0560617501970168;0;0;0;0,149394373124096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;0,536628899035383;0,174435573402355;0,27730153889499;0;0;0;0,0618963477624626;0;0;0;0;0,17539264498458;0;0;0;0;0;0,159669135676076;0;0;0;0,206456017996256;0,50285425249578;0;0,136706219337709;0,115103890615216;0,169435300288579;0,200363391635882;0;0,230022930571188;0;0,0846130336917038;0,0807332902608622;0;0,100519037688624;0,0897404850827731;0;0;0;0,282226157468283;0,0838675889431197;0;0;0;0;0,196388463780015;0,353403620290241;0,137847120438815;0;0,129912861762194;0,445463689113696;0,24803232792156;0,281040098826335;0;0;0;0;0;0;0;0,624411868869605;0,170826457618651;0,209364784618265;0;0,42277966416433;0;0;0;0,227304122356988;0,0703009039641673;0,127337692671488;0;0;0;0,076844703028664;0,11050011659249;0,382098856464929;0,291301727701242;0,243069128194019;0,178054659665373;0,4549209948017;0,121018754350634;0;0,246215626681692;0,194065639591563;0;0;0,0694776400713665;0;0,0702306783485578;0,217572048581712;0,336290683775887;0,45069253927358;0,236295319878534;0,200298815265736;0;0,290347931459828;0;0;0;0,309604016241015;0,0520445128157266;0,174983857432794;0;0;0,0722467946776153;0;0;0,315470095081903;0,352948808873989;0;0;0,304316375579004;0,0503010547507583;0,307039559753875;0;0,0914846277238131;0,371013095105327;0,483007992614073;0,243499185800161;0;0;1;0,453830927469954
0;0,257271980116345;0,152388637020562;0,151110888677059;0;0;0;0,114124685655054;0;0;0;0;0,0972983025316928;0;0,0379237777304723;0,067552790190018;0;0;0,128532501565636;0;0;0;0,120528691413216;0,306387856159385;0;0,0485937110835515;0,0569231057304961;0,106993590697858;0,0831380006289203;0;0,159554400083726;0;0,069327125318423;0,066989780136809;0;0,179839776801168;0,0777996919633643;0;0;0;0,177568361638712;0,0830920754275642;0;0;0;0;0,116615098633007;0,239573592627842;0,115053451147797;0;0,0659960158983953;0,293402662273696;0,25321380485808;0,197339464821922;0;0;0;0;0,0706354812390635;0;0;0,282915064109395;0,107422286698012;0,098938959548719;0;0,360734295159798;0;0;0;0,182361151161354;0;0,0866016511465407;0;0;0;0;0;0,182021638680205;0,202605609841641;0,23774022510268;0,180473258740156;0,230117855985082;0;0;0,121555985278883;0,0448704249258752;0;0;0,151419752577714;0;0;0,0769581685896818;0,105949921248435;0,253881871148665;0,227115857777731;0,168644410195295;0,0368156812398239;0,261440247171812;0,0480370186397813;0;0;0,182332329527459;0;0,0642420139229278;0;0;0;0;0;0;0,435204226934488;0;0;0,142920201114959;0;0,292805457630975;0;0,0383605438164069;0;0,349830281241573;0,116245395505546;0;0;0,453830927469954;1
