"Code_point_Libelle";"Date";"N_Bac";"P_Bac";"N_Dino";"P_Dino";"N_others";"P_others";"N_BacBac_neg";"P_BacBac_neg_tot";"P_BacBac_neg_neg";"N_BacDino_neg";"P_BacDino_neg_tot";"P_BacDino_neg_neg";"N_DinoDino_neg";"P_DinoDino_neg_tot";"P_DinoDino_neg_neg";"N_OtherA_neg";"P_OtherA_neg_tot";"P_OtherA_neg_neg"
"At so";2011-02-21;15;0,681818181818182;3;0,136363636363636;4;0,181818181818182;8;0,043956043956044;0,333333333333333;8;0,043956043956044;0,333333333333333;0;0;0;8;0,043956043956044;0,333333333333333
"At so";2011-03-31;13;0,722222222222222;2;0,111111111111111;3;0,166666666666667;13;0,0955882352941176;0,8125;0;0;0;0;0;0;3;0,0220588235294118;0,1875
"At so";2011-04-07;13;0,684210526315789;3;0,157894736842105;3;0,157894736842105;13;0,0828025477707006;0,764705882352941;1;0,00636942675159236;0,0588235294117647;0;0;0;3;0,0191082802547771;0,176470588235294
"At so";2011-04-19;9;0,642857142857143;2;0,142857142857143;3;0,214285714285714;3;0,04;0,6;1;0,0133333333333333;0,2;0;0;0;1;0,0133333333333333;0,2
"At so";2011-05-19;8;0,5;5;0,3125;3;0,1875;6;0,0612244897959184;0,461538461538462;2;0,0204081632653061;0,153846153846154;0;0;0;5;0,0510204081632653;0,384615384615385
"At so";2011-06-01;7;0,388888888888889;7;0,388888888888889;4;0,222222222222222;7;0,0564516129032258;0,4375;4;0,032258064516129;0,25;1;0,00806451612903226;0,0625;4;0,032258064516129;0,25
"At so";2011-07-28;10;0,5;6;0,3;4;0,2;5;0,0303030303030303;0,25;7;0,0424242424242424;0,35;1;0,00606060606060606;0,05;7;0,0424242424242424;0,35
"At so";2011-08-18;13;0,52;6;0,24;6;0,24;14;0,0608695652173913;0,424242424242424;10;0,0434782608695652;0,303030303030303;1;0,00434782608695652;0,0303030303030303;8;0,0347826086956522;0,242424242424242
"At so";2011-09-15;15;0,714285714285714;4;0,19047619047619;2;0,0952380952380952;10;0,0555555555555556;0,3125;19;0,105555555555556;0,59375;0;0;0;3;0,0166666666666667;0,09375
"At so";2011-10-17;11;0,611111111111111;4;0,222222222222222;3;0,166666666666667;11;0,0827067669172932;0,458333333333333;9;0,0676691729323308;0,375;0;0;0;4;0,0300751879699248;0,166666666666667
"At so";2011-11-10;12;0,705882352941177;1;0,0588235294117647;4;0,235294117647059;10;0,0884955752212389;0,588235294117647;2;0,0176991150442478;0,117647058823529;0;0;0;5;0,0442477876106195;0,294117647058824
"At so";2012-01-10;15;0,789473684210526;2;0,105263157894737;2;0,105263157894737;10;0,072463768115942;0,454545454545455;8;0,0579710144927536;0,363636363636364;0;0;0;4;0,0289855072463768;0,181818181818182
"At so";2012-02-06;9;0,692307692307692;1;0,0769230769230769;3;0,230769230769231;3;0,0491803278688525;0,428571428571429;1;0,0163934426229508;0,142857142857143;0;0;0;3;0,0491803278688525;0,428571428571429
"At so";2012-03-09;20;0,740740740740741;4;0,148148148148148;3;0,111111111111111;13;0,0485074626865672;0,433333333333333;12;0,0447761194029851;0,4;0;0;0;5;0,0186567164179104;0,166666666666667
"At so";2012-03-23;15;0,833333333333333;2;0,111111111111111;1;0,0555555555555556;12;0,0991735537190083;0,857142857142857;1;0,00826446280991736;0,0714285714285714;0;0;0;1;0,00826446280991736;0,0714285714285714
"At so";2012-04-03;12;0,545454545454545;5;0,227272727272727;5;0,227272727272727;10;0,0561797752808989;0,454545454545455;7;0,0393258426966292;0,318181818181818;0;0;0;5;0,0280898876404494;0,227272727272727
"At so";2012-05-07;10;0,588235294117647;4;0,235294117647059;3;0,176470588235294;4;0,0336134453781513;0,666666666666667;1;0,00840336134453781;0,166666666666667;0;0;0;1;0,00840336134453781;0,166666666666667
"At so";2012-05-23;13;0,684210526315789;4;0,210526315789474;2;0,105263157894737;7;0,0463576158940397;0,875;1;0,00662251655629139;0,125;0;0;0;0;0;0
"At so";2012-06-07;12;0,571428571428571;6;0,285714285714286;3;0,142857142857143;7;0,0372340425531915;0,583333333333333;3;0,0159574468085106;0,25;0;0;0;2;0,0106382978723404;0,166666666666667
"At so";2012-06-20;12;0,666666666666667;4;0,222222222222222;2;0,111111111111111;12;0,0916030534351145;0,923076923076923;0;0;0;0;0;0;1;0,00763358778625954;0,0769230769230769
"At so";2012-07-23;14;0,518518518518518;8;0,296296296296296;5;0,185185185185185;8;0,0283687943262411;0,470588235294118;7;0,024822695035461;0,411764705882353;0;0;0;2;0,00709219858156028;0,117647058823529
"At so";2012-08-08;14;0,518518518518518;9;0,333333333333333;4;0,148148148148148;11;0,037037037037037;0,407407407407407;11;0,037037037037037;0,407407407407407;2;0,00673400673400673;0,0740740740740741;3;0,0101010101010101;0,111111111111111
"At so";2012-09-06;16;0,551724137931034;9;0,310344827586207;4;0,137931034482759;16;0,0466472303206997;0,333333333333333;20;0,0583090379008746;0,416666666666667;0;0;0;12;0,0349854227405248;0,25
"At so";2012-11-14;18;0,72;4;0,16;3;0,12;18;0,0803571428571429;0,4;16;0,0714285714285714;0,355555555555556;0;0;0;11;0,0491071428571429;0,244444444444444
"At so";2013-01-17;12;0,75;2;0,125;2;0,125;7;0,0660377358490566;0,411764705882353;6;0,0566037735849057;0,352941176470588;0;0;0;4;0,0377358490566038;0,235294117647059
"At so";2013-02-12;14;0,736842105263158;2;0,105263157894737;3;0,157894736842105;6;0,0441176470588235;0,315789473684211;8;0,0588235294117647;0,421052631578947;0;0;0;5;0,0367647058823529;0,263157894736842
"At so";2013-04-10;13;0,684210526315789;3;0,157894736842105;3;0,157894736842105;6;0,0392156862745098;0,545454545454545;2;0,0130718954248366;0,181818181818182;0;0;0;3;0,0196078431372549;0,272727272727273
"At so";2013-04-26;13;0,565217391304348;5;0,217391304347826;5;0,217391304347826;12;0,0576923076923077;0,413793103448276;9;0,0432692307692308;0,310344827586207;0;0;0;8;0,0384615384615385;0,275862068965517
"At so";2013-05-16;6;0,428571428571429;4;0,285714285714286;4;0,285714285714286;4;0,0526315789473684;0,285714285714286;3;0,0394736842105263;0,214285714285714;0;0;0;7;0,0921052631578947;0,5
"At so";2013-05-27;10;0,666666666666667;2;0,133333333333333;3;0,2;7;0,074468085106383;0,538461538461538;2;0,0212765957446809;0,153846153846154;0;0;0;4;0,0425531914893617;0,307692307692308
"At so";2013-06-10;13;0,65;4;0,2;3;0,15;7;0,0419161676646707;0,583333333333333;3;0,0179640718562874;0,25;0;0;0;2;0,0119760479041916;0,166666666666667
"At so";2013-06-25;13;0,764705882352941;1;0,0588235294117647;3;0,176470588235294;15;0,147058823529412;0,789473684210526;0;0;0;0;0;0;4;0,0392156862745098;0,210526315789474
"At so";2013-07-22;12;0,666666666666667;4;0,222222222222222;2;0,111111111111111;10;0,0709219858156028;0,666666666666667;4;0,0283687943262411;0,266666666666667;0;0;0;1;0,00709219858156028;0,0666666666666667
"At so";2013-08-06;11;0,55;6;0,3;3;0,15;7;0,04375;0,4375;5;0,03125;0,3125;1;0,00625;0,0625;3;0,01875;0,1875
"At so";2013-09-04;18;0,620689655172414;8;0,275862068965517;3;0,103448275862069;12;0,0364741641337386;0,428571428571429;14;0,0425531914893617;0,5;1;0,00303951367781155;0,0357142857142857;1;0,00303951367781155;0,0357142857142857
"At so";2013-10-08;11;0,55;5;0,25;4;0,2;10;0,0666666666666667;0,384615384615385;11;0,0733333333333333;0,423076923076923;0;0;0;5;0,0333333333333333;0,192307692307692
"At so";2013-11-18;16;0,695652173913043;4;0,173913043478261;3;0,130434782608696;15;0,0710900473933649;0,555555555555556;8;0,037914691943128;0,296296296296296;0;0;0;4;0,018957345971564;0,148148148148148
"At so";2013-12-17;16;0,842105263157895;1;0,0526315789473684;2;0,105263157894737;18;0,132352941176471;0,818181818181818;1;0,00735294117647059;0,0454545454545455;0;0;0;3;0,0220588235294118;0,136363636363636
"At so";2014-01-21;12;0,705882352941177;3;0,176470588235294;2;0,117647058823529;7;0,0693069306930693;0,466666666666667;4;0,0396039603960396;0,266666666666667;0;0;0;4;0,0396039603960396;0,266666666666667
"At so";2014-02-17;14;0,823529411764706;1;0,0588235294117647;2;0,117647058823529;10;0,104166666666667;0,666666666666667;3;0,03125;0,2;0;0;0;2;0,0208333333333333;0,133333333333333
"At so";2014-03-17;18;0,666666666666667;5;0,185185185185185;4;0,148148148148148;24;0,096;0,406779661016949;22;0,088;0,372881355932203;0;0;0;13;0,052;0,220338983050847
"At so";2014-03-31;12;0,6;3;0,15;5;0,25;10;0,0699300699300699;0,32258064516129;10;0,0699300699300699;0,32258064516129;0;0;0;11;0,0769230769230769;0,354838709677419
"At so";2014-04-16;14;0,7;3;0,15;3;0,15;22;0,135802469135802;0,6875;6;0,037037037037037;0,1875;0;0;0;4;0,0246913580246914;0,125
"At so";2014-04-28;17;0,68;5;0,2;3;0,12;14;0,0562248995983936;0,608695652173913;8;0,0321285140562249;0,347826086956522;0;0;0;1;0,00401606425702811;0,0434782608695652
"At so";2014-05-14;9;0,5625;2;0,125;5;0,3125;5;0,0520833333333333;0,3125;4;0,0416666666666667;0,25;0;0;0;7;0,0729166666666667;0,4375
"At so";2014-05-26;10;0,625;2;0,125;4;0,25;6;0,0631578947368421;0,461538461538462;3;0,0315789473684211;0,230769230769231;0;0;0;4;0,0421052631578947;0,307692307692308
"At so";2014-06-11;6;0,352941176470588;7;0,411764705882353;4;0,235294117647059;0;0;0;0;0;0;1;0,00854700854700855;0,125;7;0,0598290598290598;0,875
"At so";2014-06-25;8;0,5;6;0,375;2;0,125;3;0,0280373831775701;0,375;4;0,0373831775700935;0,5;0;0;0;1;0,00934579439252336;0,125
"At so";2014-07-16;11;0,55;5;0,25;4;0,2;6;0,0377358490566038;0,375;4;0,0251572327044025;0,25;0;0;0;6;0,0377358490566038;0,375
"At so";2014-08-25;18;0,620689655172414;7;0,241379310344828;4;0,137931034482759;19;0,0572289156626506;0,431818181818182;15;0,0451807228915663;0,340909090909091;0;0;0;10;0,0301204819277108;0,227272727272727
"At so";2014-09-19;15;0,652173913043478;4;0,173913043478261;4;0,173913043478261;12;0,0606060606060606;0,545454545454545;6;0,0303030303030303;0,272727272727273;0;0;0;4;0,0202020202020202;0,181818181818182
"At so";2014-11-25;15;0,75;2;0,1;3;0,15;22;0,150684931506849;0,6875;5;0,0342465753424658;0,15625;0;0;0;5;0,0342465753424658;0,15625
"At so";2015-01-19;6;0,6;2;0,2;2;0,2;1;0,032258064516129;0,333333333333333;1;0,032258064516129;0,333333333333333;0;0;0;1;0,032258064516129;0,333333333333333
"At so";2015-02-18;15;0,789473684210526;2;0,105263157894737;2;0,105263157894737;14;0,096551724137931;0,636363636363636;4;0,0275862068965517;0,181818181818182;0;0;0;4;0,0275862068965517;0,181818181818182
"At so";2015-03-10;17;0,607142857142857;6;0,214285714285714;5;0,178571428571429;12;0,0434782608695652;0,266666666666667;25;0,0905797101449275;0,555555555555556;0;0;0;8;0,0289855072463768;0,177777777777778
"At so";2015-03-20;14;0,777777777777778;2;0,111111111111111;2;0,111111111111111;13;0,10077519379845;0,5;8;0,062015503875969;0,307692307692308;0;0;0;5;0,0387596899224806;0,192307692307692
"At so";2015-04-16;9;0,642857142857143;2;0,142857142857143;3;0,214285714285714;4;0,05;0,4;2;0,025;0,2;0;0;0;4;0,05;0,4
"At so";2015-05-11;6;0,5;3;0,25;3;0,25;3;0,0535714285714286;0,428571428571429;2;0,0357142857142857;0,285714285714286;0;0;0;2;0,0357142857142857;0,285714285714286
"At so";2015-06-04;11;0,647058823529412;4;0,235294117647059;2;0,117647058823529;5;0,0434782608695652;0,416666666666667;6;0,0521739130434783;0,5;0;0;0;1;0,00869565217391304;0,0833333333333333
"At so";2015-06-17;11;0,611111111111111;5;0,277777777777778;2;0,111111111111111;7;0,053030303030303;0,7;3;0,0227272727272727;0,3;0;0;0;0;0;0
"At so";2015-07-16;9;0,5625;3;0,1875;4;0,25;5;0,0480769230769231;0,3125;3;0,0288461538461538;0,1875;0;0;0;8;0,0769230769230769;0,5
"At so";2015-08-11;8;0,444444444444444;6;0,333333333333333;4;0,222222222222222;3;0,0227272727272727;0,214285714285714;3;0,0227272727272727;0,214285714285714;1;0,00757575757575758;0,0714285714285714;7;0,053030303030303;0,5
"At so";2015-09-28;16;0,888888888888889;0;0;2;0,111111111111111;18;0,146341463414634;0,818181818181818;0;0;0;0;0;0;4;0,032520325203252;0,181818181818182
"At so";2015-10-19;11;0,916666666666667;0;0;1;0,0833333333333333;6;0,107142857142857;0,857142857142857;0;0;0;0;0;0;1;0,0178571428571429;0,142857142857143
"At so";2015-12-14;10;0,714285714285714;2;0,142857142857143;2;0,142857142857143;5;0,0641025641025641;0,384615384615385;6;0,0769230769230769;0,461538461538462;0;0;0;2;0,0256410256410256;0,153846153846154
"At so";2016-02-24;14;0,933333333333333;0;0;1;0,0666666666666667;8;0,0941176470588235;0,888888888888889;0;0;0;0;0;0;1;0,0117647058823529;0,111111111111111
"At so";2016-03-11;17;0,85;2;0,1;1;0,05;22;0,152777777777778;0,647058823529412;10;0,0694444444444444;0,294117647058824;0;0;0;2;0,0138888888888889;0,0588235294117647
"At so";2016-03-22;18;0,857142857142857;2;0,0952380952380952;1;0,0476190476190476;22;0,140127388535032;0,666666666666667;8;0,0509554140127389;0,242424242424242;0;0;0;3;0,0191082802547771;0,0909090909090909
"At so";2016-04-11;15;0,681818181818182;3;0,136363636363636;4;0,181818181818182;15;0,0898203592814371;0,681818181818182;4;0,0239520958083832;0,181818181818182;0;0;0;3;0,0179640718562874;0,136363636363636
"At so";2016-04-22;16;0,64;4;0,16;5;0,2;8;0,037037037037037;0,444444444444444;6;0,0277777777777778;0,333333333333333;0;0;0;4;0,0185185185185185;0,222222222222222
"At so";2016-05-11;7;0,538461538461538;3;0,230769230769231;3;0,230769230769231;1;0,0153846153846154;0,25;2;0,0307692307692308;0,5;0;0;0;1;0,0153846153846154;0,25
"At so";2016-05-24;9;0,529411764705882;5;0,294117647058824;3;0,176470588235294;6;0,0517241379310345;0,352941176470588;8;0,0689655172413793;0,470588235294118;0;0;0;3;0,0258620689655172;0,176470588235294
"At so";2016-06-06;12;0,571428571428571;5;0,238095238095238;4;0,19047619047619;8;0,0427807486631016;0,533333333333333;3;0,0160427807486631;0,2;0;0;0;4;0,0213903743315508;0,266666666666667
"At so";2016-06-23;14;0,666666666666667;5;0,238095238095238;2;0,0952380952380952;13;0,0778443113772455;0,481481481481481;12;0,0718562874251497;0,444444444444444;0;0;0;2;0,0119760479041916;0,0740740740740741
"At so";2016-07-19;13;0,541666666666667;8;0,333333333333333;3;0,125;6;0,0266666666666667;0,315789473684211;8;0,0355555555555556;0,421052631578947;0;0;0;5;0,0222222222222222;0,263157894736842
"At so";2016-08-16;14;0,518518518518518;8;0,296296296296296;5;0,185185185185185;5;0,0194552529182879;0,227272727272727;6;0,0233463035019455;0,272727272727273;1;0,00389105058365759;0,0454545454545455;10;0,0389105058365759;0,454545454545455
"At so";2016-09-07;15;0,625;6;0,25;3;0,125;16;0,0669456066945607;0,695652173913043;7;0,0292887029288703;0,304347826086957;0;0;0;0;0;0
"At so";2016-10-27;12;0,75;2;0,125;2;0,125;3;0,0277777777777778;1;0;0;0;0;0;0;0;0;0
"At so";2016-11-30;16;0,8;1;0,05;3;0,15;24;0,152866242038217;0,774193548387097;1;0,00636942675159236;0,032258064516129;0;0;0;6;0,0382165605095541;0,193548387096774
"At so";2016-12-15;19;0,791666666666667;1;0,0416666666666667;4;0,166666666666667;15;0,075;0,75;2;0,01;0,1;0;0;0;3;0,015;0,15
"At so";2017-01-03;14;0,823529411764706;0;0;3;0,176470588235294;11;0,0990990990990991;0,785714285714286;0;0;0;0;0;0;3;0,027027027027027;0,214285714285714
