"Code_point_Libelle";"Date";"N_noeuds";"N_liens";"D_liens";"C_tance";"Avg_p_length";"Adhes";"Mod";"meanN_liens";"Assort";"Diss";"Trans";"meanN_voisins";"Nat_connect";"N_clust";"N_bac";"P_bac";"N_dino";"P_dino";"N_autres";"P_autres";"N_BacBac";"P_BacBac";"N_BacDino";"P_BacDino";"N_DinoDino";"P_DinoDino";"N_AAutres";"P_AAutres";"PP_BacBac";"PP_BacDino";"PP_DinoDino";"PP_AAutres"
"Anse de Carteau 2";2007-03-12;19;102;5,36842105263158;0,596491228070175;0,109357322115276;5;0,0670415224913495;10,7368421052632;-0,0169346978557496;0,832905731372117;0,755376344086022;3,23529411764706;0,0916707735190656;3;14;0,736842105263158;3;0,157894736842105;2;0,105263157894737;61;0,598039215686274;25;0,245098039215686;3;0,0294117647058824;13;0,127450980392157;0,693241157784652;0,224090687978684;0,0237880730162955;0,0588800812203679
"Anse de Carteau 2";2007-03-26;14;76;5,42857142857143;0,835164835164835;0,205751114159938;0;0;10,8571428571429;-0,190600522193236;0,735854239584577;0,975460122699387;1,63157894736842;0,17929271071233;2;12;0,857142857142857;2;0,142857142857143;0;0;55;0,723684210526316;20;0,263157894736842;1;0,0131578947368421;0;0;0,850804213403716;0,142927945084262;0,00626784151202126;0
"Anse de Carteau 2";2007-04-10;22;136;6,18181818181818;0,588744588744589;0,133610813236064;5;0,084666955017301;12,3636363636364;0,18714395971921;0,813472317230344;0,796022727272727;3,43382352941176;0,0914453043575638;3;17;0,772727272727273;4;0,181818181818182;1;0,0454545454545455;87;0,639705882352941;37;0,272058823529412;6;0,0441176470588235;6;0,0441176470588235;0,720290086918264;0,205486943306823;0,0578236839072413;0,0163992858676717
"Anse de Carteau 2";2007-04-23;18;112;6,22222222222222;0,73202614379085;0,153817112322117;3;0,0255102040816327;12,4444444444444;0,121534405963094;0,790610623090332;0,884861407249467;2,59821428571429;0,124157050200535;2;12;0,666666666666667;5;0,277777777777778;1;0,0555555555555556;58;0,517857142857143;35;0,3125;8;0,0714285714285714;11;0,0982142857142857;0,667762517874148;0,237072619905316;0,0555094476746111;0,0396554145459246
"Anse de Carteau 2";2007-05-09;19;108;5,68421052631579;0,631578947368421;0,111161559155137;5;0,0202760631001372;11,3684210526316;0,0229885057471255;0,815549780408309;0,752450980392157;3,03703703703704;0,103470571629541;3;14;0,736842105263158;3;0,157894736842105;2;0,105263157894737;63;0,583333333333333;29;0,268518518518519;3;0,0277777777777778;13;0,12037037037037;0,728386429680344;0,19805903048024;0,0264827684653084;0,0470717713741075
"Anse de Carteau 2";2007-05-21;20;143;7,15;0,752631578947368;0,139698515718839;3;0,0430827913345396;14,3;-0,12940461725395;0,814739967337524;0,862973760932945;2,43356643356643;0,104983799922884;3;12;0,6;7;0,35;1;0,05;63;0,440559440559441;54;0,377622377622378;18;0,125874125874126;8;0,0559440559440559;0,591166695220389;0,259097762913265;0,129569438373323;0,0201661034930228
"Anse de Carteau 2";2007-06-04;18;107;5,94444444444444;0,699346405228758;0,113908733754078;3;0,0648528255742859;11,8888888888889;0,0242467574822534;0,811194582746435;0,838304552590267;2,65420560747664;0,112066618910086;3;10;0,555555555555556;5;0,277777777777778;3;0,166666666666667;36;0,336448598130841;37;0,345794392523364;10;0,0934579439252336;24;0,224299065420561;0,560058495197351;0,247735943342807;0,10344789357177;0,088757667888073
"Anse de Carteau 2";2007-06-18;20;148;7,4;0,778947368421053;0,120493967664091;4;0,0306565010956903;14,8;-0,0271950756041786;0,809851057669856;0,879191548001837;2,43243243243243;0,115512318276082;2;14;0,7;4;0,2;2;0,1;77;0,52027027027027;47;0,317567567567568;6;0,0405405405405405;18;0,121621621621622;0,697737922032609;0,209671093009853;0,043830016126892;0,0487609688306461
"Anse de Carteau 2";2007-07-02;19;127;6,68421052631579;0,742690058479532;0,119914827366961;4;0,0166160332320665;13,3684210526316;-0,145910442036625;0,824979006438572;0,854630715123095;2,41732283464567;0,103588577443427;2;12;0,631578947368421;6;0,315789473684211;1;0,0526315789473684;54;0,425196850393701;53;0,417322834645669;15;0,118110236220472;5;0,0393700787401575;0,576124191235579;0,286988831518983;0,121675064036668;0,0152119132087696
"Anse de Carteau 2";2007-07-16;19;134;7,05263157894737;0,783625730994152;0,109892655013652;4;0,00297950545778572;14,1052631578947;-0,0467069035542563;0,819228137664412;0,868632707774799;2,29850746268657;0,109081543154322;3;12;0,631578947368421;6;0,315789473684211;1;0,0526315789473684;56;0,417910447761194;53;0,395522388059701;13;0,0970149253731343;12;0,0895522388059701;0,534787928323428;0,305683694333764;0,12568920862337;0,0338391687194377
"Anse de Carteau 2";2007-07-30;15;54;3,6;0,514285714285714;0,129004473345305;3;0,13460219478738;7,2;0,15087664124538;0,834440855380048;0,683646112600536;3,90740740740741;0,101932017782908;3;12;0,8;2;0,133333333333333;1;0,0666666666666667;37;0,685185185185185;13;0,240740740740741;1;0,0185185185185185;3;0,0555555555555556;0,788415653149425;0,170105490110912;0,012222254923797;0,0292566018158654
"Anse de Carteau 2";2007-08-13;10;23;2,3;0,511111111111111;0,142004532419689;2;0,159735349716446;4,6;0,0169189670525363;0,862113144433123;0,638297872340426;4,04347826086957;0,13929947650526;3;6;0,6;2;0,2;2;0,2;9;0,391304347826087;7;0,304347826086957;1;0,0434782608695652;6;0,260869565217391;0,55609923725797;0,170877027891208;0,0438838521781401;0,229139882672683
"Anse de Carteau 2";2007-08-27;16;85;5,3125;0,708333333333333;0,141406830341032;3;0,0231833910034602;10,625;0,211453868711935;0,777653114075203;0,892425905598244;2,84705882352941;0,135371672499946;3;12;0,75;3;0,1875;1;0,0625;50;0,588235294117647;28;0,329411764705882;3;0,0352941176470588;4;0,0470588235294118;0,756416345489022;0,184297228734484;0,040246895700833;0,0190395300756618
"Anse de Carteau 2";2007-09-10;20;106;5,3;0,557894736842105;0,130388941499381;1;0,0605197579209683;10,6;0,0854279145462514;0,827071417233362;0,789873417721519;3,86792452830189;0,0866791022718476;3;10;0,5;7;0,35;3;0,15;29;0,273584905660377;42;0,39622641509434;12;0,113207547169811;23;0,216981132075472;0,421856029145317;0,346054207702449;0,136981684478412;0,0951080786738224
"Anse de Carteau 2";2007-09-24;18;111;6,16666666666667;0,725490196078431;0,126833347163814;4;0,0449233016800585;12,3333333333333;0,125451263537905;0,801893497057946;0,872169466764061;2,67567567567568;0,115171515916745;3;10;0,555555555555556;6;0,333333333333333;2;0,111111111111111;38;0,342342342342342;47;0,423423423423423;15;0,135135135135135;11;0,0990990990990991;0,504416791519225;0,295181651940783;0,146574784871792;0,0538267716681998
"Anse de Carteau 2";2007-10-08;21;177;8,42857142857143;0,842857142857143;0,129811137689971;4;-0,00849053592518122;16,8571428571429;-0,173160708563594;0,815991461812075;0,915875169606513;2,08474576271186;0,113483375326511;3;15;0,714285714285714;5;0,238095238095238;1;0,0476190476190476;94;0,531073446327684;64;0,361581920903955;10;0,0564971751412429;9;0,0508474576271186;0,65145142175625;0,260924402630081;0,0604252161842457;0,0271989594294234
"Anse de Carteau 2";2007-10-22;23;185;8,04347826086956;0,731225296442688;0,111704988463756;7;0,0420160701241782;16,0869565217391;-0,143747360564124;0,826341187129286;0,826897470039947;2,68108108108108;0,0963652431245979;2;16;0,695652173913043;6;0,260869565217391;1;0,0434782608695652;99;0,535135135135135;64;0,345945945945946;15;0,0810810810810811;7;0,0378378378378378;0,678903581000215;0,225226159188084;0,0777778142950802;0,0180924455166215
"Anse de Carteau 2";2007-11-05;12;41;3,41666666666667;0,621212121212121;0,18058702703417;2;0,110350981558596;6,83333333333333;0,303375810418067;0,772329361512929;0,825278810408922;2,90243902439024;0,150447449826869;2;10;0,833333333333333;1;0,0833333333333333;1;0,0833333333333333;30;0,731707317073171;5;0,121951219512195;0;0;6;0,146341463414634;0,892434476557045;0,0573603736729302;0;0,0502051497700251
"Anse de Carteau 2";2007-11-19;17;100;5,88235294117647;0,735294117647059;0,133266507901913;3;0,0558;11,7647058823529;-0,0893353737802524;0,794774592421155;0,864061172472387;2,85;0,127668643503607;2;13;0,764705882352941;2;0,117647058823529;2;0,117647058823529;70;0,7;20;0,2;1;0,01;9;0,09;0,846022873108826;0,121178010800274;0,00758744465911649;0,0252116714317834
"Anse de Carteau 2";2007-12-03;17;78;4,58823529411765;0,573529411764706;0,117463559626773;5;0,187047994740303;9,17647058823529;-0,111336172171712;0,8556783272035;0,710413694721826;3,28205128205128;0,0864966948875399;2;13;0,764705882352941;2;0,117647058823529;2;0,117647058823529;44;0,564102564102564;18;0,230769230769231;1;0,0128205128205128;15;0,192307692307692;0,637276814095382;0,215209146469018;0,0297348415816119;0,117779197853988
"Anse de Carteau 2";2007-12-19;4;2;0,5;0,333333333333333;0,139803904097196;0;0,5;1;NA;0,860196095902804;NA;1;0,386325585188903;2;2;0,5;1;0,25;1;0,25;0;0;1;0,5;0;0;1;0,5;0;0,50344548751982;0;0,49655451248018
"Anse de Carteau 2";2008-01-02;11;33;3;0,6;0,131306141171532;4;0,174471992653811;6;-0,185570071258906;0,815780147605248;0,720670391061452;3,03030303030303;0,140120045639346;2;6;0,545454545454545;3;0,272727272727273;2;0,181818181818182;11;0,333333333333333;12;0,363636363636364;3;0,0909090909090909;7;0,212121212121212;0,343247336229512;0,34436943230176;0,155178446568856;0,157204784899872
"Anse de Carteau 2";2008-01-15;3;1;0,333333333333333;0,333333333333333;0,524118083627713;0;0;0,666666666666667;NA;0,475881916372287;NA;1;0,573028828559134;2;3;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
"Anse de Carteau 2";2008-01-28;11;37;3,36363636363636;0,672727272727273;0,113125603924444;3;0,118334550766983;6,72727272727273;-0,285159096429437;0,867945558198574;0,730434782608696;2,43243243243243;0,129065406979289;2;6;0,545454545454545;3;0,272727272727273;2;0,181818181818182;10;0,27027027027027;13;0,351351351351351;3;0,0810810810810811;11;0,297297297297297;0,399673666617441;0,301754513016408;0,068794380130522;0,22977744023563
"Anse de Carteau 2";2008-02-11;13;49;3,76923076923077;0,628205128205128;0,172367929323277;4;0,0807996668054978;7,53846153846154;-0,0155146462892204;0,80252432006114;0,773638968481375;2,79591836734694;0,126249902677637;3;7;0,538461538461538;5;0,384615384615385;1;0,0769230769230769;15;0,306122448979592;20;0,408163265306122;10;0,204081632653061;4;0,0816326530612245;0,394773917904424;0,321283011028414;0,234264332043508;0,049678739023654
"Anse de Carteau 2";2008-02-26;11;42;3,81818181818182;0,763636363636364;0,142375170707628;3;-0,018140589569161;7,63636363636364;-0,0268672756582421;0,797323802392541;0,855704697986577;2,28571428571429;0,159666628198803;3;6;0,545454545454545;4;0,363636363636364;1;0,0909090909090909;11;0,261904761904762;20;0,476190476190476;6;0,142857142857143;5;0,119047619047619;0,490386722735967;0,351909873629978;0,117078807300011;0,040624596334044
"Anse de Carteau 2";2008-03-10;10;33;3,3;0,733333333333333;0,148354954767738;2;-0,0362718089990818;6,6;-0,11784351145038;0,815087748795821;0,846534653465347;2,51515151515152;0,157163884906789;3;6;0,6;2;0,2;2;0,2;14;0,424242424242424;12;0,363636363636364;1;0,0303030303030303;6;0,181818181818182;0,54795643055123;0,271506387686238;0,0548544872626808;0,125682694499851
"Anse de Carteau 2";2008-03-25;15;63;4,2;0,6;0,139925525777083;3;0,154195011337868;8,4;-0,1522633744856;0,83175230583186;0,729885057471264;3,03174603174603;0,104220907763775;2;10;0,666666666666667;2;0,133333333333333;3;0,2;29;0,46031746031746;15;0,238095238095238;1;0,0158730158730159;18;0,285714285714286;0,5502121032646;0,254226069548428;0,0252461151637555;0,170315712023217
"Anse de Carteau 2";2008-04-07;16;85;5,3125;0,708333333333333;0,147359607675582;4;0,0965397923875432;10,625;0,0789369611642777;0,780793051278086;0,858585858585859;2,58823529411765;0,135105395001646;2;13;0,8125;1;0,0625;2;0,125;63;0,741176470588235;12;0,141176470588235;0;0;10;0,117647058823529;0,844039111134692;0,109380190067956;0;0,0465806987973515
"Anse de Carteau 2";2008-04-21;16;83;5,1875;0,691666666666667;0,136893658451613;3;0,0391929162432865;10,375;0,247718782534143;0,81734528269041;0,849122807017544;2,56626506024096;0,110153845889208;2;13;0,8125;2;0,125;1;0,0625;57;0,686746987951807;21;0,253012048192771;1;0,0120481927710843;4;0,0481927710843374;0,738747189275139;0,222232573974619;0,0176512409777574;0,0213689957724848
"Anse de Carteau 2";2008-05-05;13;52;4;0,666666666666667;0,153674569447675;3;0,102810650887574;8;0,124559859154933;0,779705995640998;0,829145728643216;2,78846153846154;0,143245394749217;2;7;0,538461538461538;3;0,230769230769231;3;0,230769230769231;16;0,307692307692308;17;0,326923076923077;3;0,0576923076923077;16;0,307692307692308;0,52910695464866;0,271778439054669;0,0533886039861422;0,145726002310528
"Anse de Carteau 2";2008-05-19;19;82;4,31578947368421;0,47953216374269;0,123082351272015;5;0,257584770969661;8,63157894736842;0,25768906381783;0,840609356184834;0,689127105666156;4,53658536585366;0,0789903643326354;3;10;0,526315789473684;6;0,315789473684211;3;0,157894736842105;22;0,268292682926829;29;0,353658536585366;14;0,170731707317073;17;0,207317073170732;0,286238884529278;0,383023353202936;0,221365048747263;0,109372713520522
"Anse de Carteau 2";2008-06-02;17;93;5,47058823529412;0,683823529411765;0,120157987684075;2;0,0131229043820095;10,9411764705882;0,00728252194732461;0,802265608809596;0,839303000968054;2,68817204301075;0,11425605817188;3;11;0,647058823529412;6;0,352941176470588;0;0;35;0,376344086021505;45;0,483870967741935;13;0,139784946236559;0;0;0,476990411298742;0,357444615659613;0,165564973041644;0
"Anse de Carteau 2";2008-06-16;15;79;5,26666666666667;0,752380952380952;0,15167346232411;3;0,0307643005928537;10,5333333333333;0,172014342189938;0,800473242224611;0,906553398058252;2,37974683544304;0,12850938226307;2;9;0,6;4;0,266666666666667;2;0,133333333333333;35;0,443037974683544;33;0,417721518987342;6;0,0759493670886076;5;0,0632911392405063;0,652459860856418;0,268757026235042;0,0593062303920741;0,0194768825164656
"Anse de Carteau 2";2008-06-30;15;101;6,73333333333333;0,961904761904762;0,125626386700097;12;-0,0166650328399177;13,4666666666667;-0,157418576598287;0,804934194762416;0,961995249406176;1,72277227722772;0,140462929786644;2;6;0,4;9;0,6;0;0;15;0,148514851485149;50;0,495049504950495;36;0,356435643564356;0;0;0,322780203986353;0,364800062943928;0,312419733069719;0
"Anse de Carteau 2";2008-07-15;20;117;5,85;0,61578947368421;0,119345537273438;5;0,0932500547885163;11,7;0,192386982202834;0,829620315489661;0,816223977027997;3,03418803418803;0,0900030887709719;3;11;0,55;7;0,35;2;0,1;33;0,282051282051282;43;0,367521367521368;20;0,170940170940171;21;0,179487179487179;0,423166702197808;0,307733931498284;0,183948471634516;0,0851508946693916
"Anse de Carteau 2";2008-07-28;17;100;5,88235294117647;0,735294117647059;0,118590918993023;2;0,02255;11,7647058823529;0,282478404006862;0,81683352824633;0,889077053344623;2,53;0,111867285887217;3;9;0,529411764705882;8;0,470588235294118;0;0;25;0,25;47;0,47;28;0,28;0;0;0,427878238352976;0,336257492358652;0,235864269288372;0
