"Code_point_Libelle";"Date";"N_Bac";"P_Bac";"N_Dino";"P_Dino";"N_others";"P_others";"N_BacBac_neg";"P_BacBac_neg_tot";"P_BacBac_neg_neg";"N_BacDino_neg";"P_BacDino_neg_tot";"P_BacDino_neg_neg";"N_DinoDino_neg";"P_DinoDino_neg_tot";"P_DinoDino_neg_neg";"N_OtherA_neg";"P_OtherA_neg_tot";"P_OtherA_neg_neg"
"Géfosse";2010-01-20;8;0,727272727272727;0;0;3;0,272727272727273;8;0,166666666666667;0,727272727272727;0;0;0;0;0;0;3;0,0625;0,272727272727273
"Géfosse";2010-02-05;12;0,705882352941177;1;0,0588235294117647;4;0,235294117647059;9;0,0891089108910891;0,391304347826087;3;0,0297029702970297;0,130434782608696;0;0;0;11;0,108910891089109;0,478260869565217
"Géfosse";2010-03-02;6;0,857142857142857;0;0;1;0,142857142857143;2;0,111111111111111;0,4;0;0;0;0;0;0;3;0,166666666666667;0,6
"Géfosse";2010-04-06;9;0,692307692307692;2;0,153846153846154;2;0,153846153846154;8;0,126984126984127;0,5;1;0,0158730158730159;0,0625;0;0;0;7;0,111111111111111;0,4375
"Géfosse";2010-04-16;4;0,666666666666667;1;0,166666666666667;1;0,166666666666667;2;0,153846153846154;0,5;0;0;0;0;0;0;2;0,153846153846154;0,5
"Géfosse";2010-05-18;19;0,76;5;0,2;1;0,04;43;0,203791469194313;0,614285714285714;26;0,123222748815166;0,371428571428571;0;0;0;1;0,004739336492891;0,0142857142857143
"Géfosse";2010-06-01;11;0,785714285714286;3;0,214285714285714;0;0;13;0,164556962025316;0,722222222222222;5;0,0632911392405063;0,277777777777778;0;0;0;0;0;0
"Géfosse";2010-06-18;11;0,647058823529412;4;0,235294117647059;2;0,117647058823529;12;0,104347826086957;0,666666666666667;5;0,0434782608695652;0,277777777777778;0;0;0;1;0,00869565217391304;0,0555555555555556
"Géfosse";2010-06-30;14;0,777777777777778;4;0,222222222222222;0;0;11;0,094017094017094;0,6875;5;0,0427350427350427;0,3125;0;0;0;0;0;0
"Géfosse";2010-07-15;13;0,590909090909091;6;0,272727272727273;3;0,136363636363636;10;0,050761421319797;0,37037037037037;11;0,0558375634517767;0,407407407407407;0;0;0;6;0,0304568527918782;0,222222222222222
"Géfosse";2010-07-28;13;0,722222222222222;2;0,111111111111111;3;0,166666666666667;14;0,114754098360656;0,636363636363636;2;0,0163934426229508;0,0909090909090909;0;0;0;6;0,0491803278688525;0,272727272727273
"Géfosse";2010-08-12;14;0,736842105263158;2;0,105263157894737;3;0,157894736842105;16;0,123076923076923;0,5;8;0,0615384615384615;0,25;0;0;0;8;0,0615384615384615;0,25
"Géfosse";2010-09-15;12;0,75;2;0,125;2;0,125;15;0,147058823529412;0,6;6;0,0588235294117647;0,24;0;0;0;4;0,0392156862745098;0,16
"Géfosse";2010-10-26;9;1;0;0;0;0;9;0,333333333333333;1;0;0;0;0;0;0;0;0;0
"Géfosse";2010-11-24;8;0,666666666666667;2;0,166666666666667;2;0,166666666666667;6;0,107142857142857;0,375;8;0,142857142857143;0,5;0;0;0;2;0,0357142857142857;0,125
"Géfosse";2010-12-10;10;0,666666666666667;2;0,133333333333333;3;0,2;11;0,135802469135802;0,523809523809524;4;0,0493827160493827;0,19047619047619;0;0;0;6;0,0740740740740741;0,285714285714286
"Géfosse";2011-02-08;10;0,909090909090909;1;0,0909090909090909;0;0;10;0,238095238095238;0,588235294117647;7;0,166666666666667;0,411764705882353;0;0;0;0;0;0
"Géfosse";2011-03-08;12;0,705882352941177;3;0,176470588235294;2;0,117647058823529;15;0,136363636363636;0,517241379310345;9;0,0818181818181818;0,310344827586207;0;0;0;5;0,0454545454545455;0,172413793103448
"Géfosse";2011-03-23;12;0,631578947368421;3;0,157894736842105;4;0,210526315789474;16;0,122137404580153;0,421052631578947;9;0,0687022900763359;0,236842105263158;0;0;0;13;0,099236641221374;0,342105263157895
"Géfosse";2011-04-05;11;0,785714285714286;2;0,142857142857143;1;0,0714285714285714;8;0,117647058823529;0,444444444444444;6;0,0882352941176471;0,333333333333333;0;0;0;4;0,0588235294117647;0,222222222222222
"Géfosse";2011-05-09;14;0,7;3;0,15;3;0,15;34;0,237762237762238;0,576271186440678;11;0,0769230769230769;0,186440677966102;0;0;0;14;0,0979020979020979;0,23728813559322
"Géfosse";2011-06-07;12;0,6;6;0,3;2;0,1;12;0,0784313725490196;0,413793103448276;12;0,0784313725490196;0,413793103448276;0;0;0;5;0,0326797385620915;0,172413793103448
"Géfosse";2011-07-05;13;0,866666666666667;1;0,0666666666666667;1;0,0666666666666667;10;0,114942528735632;0,5;1;0,0114942528735632;0,05;0;0;0;9;0,103448275862069;0,45
"Géfosse";2011-08-02;14;0,777777777777778;2;0,111111111111111;2;0,111111111111111;18;0,141732283464567;0,620689655172414;6;0,047244094488189;0,206896551724138;0;0;0;5;0,0393700787401575;0,172413793103448
"Géfosse";2011-09-09;19;0,791666666666667;3;0,125;2;0,0833333333333333;25;0,124378109452736;0,694444444444444;6;0,0298507462686567;0,166666666666667;0;0;0;5;0,0248756218905473;0,138888888888889
"Géfosse";2011-10-12;18;0,9;1;0,05;1;0,05;31;0,210884353741497;0,815789473684211;3;0,0204081632653061;0,0789473684210526;0;0;0;4;0,0272108843537415;0,105263157894737
"Géfosse";2011-11-15;10;1;0;0;0;0;15;0,416666666666667;1;0;0;0;0;0;0;0;0;0
"Géfosse";2011-12-19;11;0,916666666666667;1;0,0833333333333333;0;0;15;0,283018867924528;0,882352941176471;2;0,0377358490566038;0,117647058823529;0;0;0;0;0;0
"Géfosse";2012-01-11;6;1;0;0;0;0;4;0,307692307692308;1;0;0;0;0;0;0;0;0;0
"Géfosse";2012-02-23;11;0,846153846153846;1;0,0769230769230769;1;0,0769230769230769;12;0,193548387096774;0,631578947368421;6;0,0967741935483871;0,315789473684211;0;0;0;1;0,0161290322580645;0,0526315789473684
"Géfosse";2012-03-01;7;0,875;1;0,125;0;0;3;0,125;0,75;1;0,0416666666666667;0,25;0;0;0;0;0;0
"Géfosse";2012-04-11;14;0,875;1;0,0625;1;0,0625;20;0,21505376344086;0,769230769230769;3;0,032258064516129;0,115384615384615;0;0;0;3;0,032258064516129;0,115384615384615
"Géfosse";2012-05-09;10;0,909090909090909;0;0;1;0,0909090909090909;9;0,214285714285714;0,75;0;0;0;0;0;0;3;0,0714285714285714;0,25
"Géfosse";2012-05-23;16;0,941176470588235;1;0,0588235294117647;0;0;21;0,182608695652174;0,84;4;0,0347826086956522;0,16;0;0;0;0;0;0
"Géfosse";2012-06-07;8;0,888888888888889;0;0;1;0,111111111111111;0;0;0;0;0;0;0;0;0;1;0,0303030303030303;1
"Géfosse";2012-07-03;11;0,647058823529412;5;0,294117647058824;1;0,0588235294117647;15;0,133928571428571;0,483870967741935;13;0,116071428571429;0,419354838709677;0;0;0;3;0,0267857142857143;0,0967741935483871
"Géfosse";2012-08-02;13;0,8125;1;0,0625;2;0,125;18;0,189473684210526;0,642857142857143;1;0,0105263157894737;0,0357142857142857;0;0;0;9;0,0947368421052632;0,321428571428571
"Géfosse";2012-09-04;13;0,928571428571429;1;0,0714285714285714;0;0;18;0,225;0,9;2;0,025;0,1;0;0;0;0;0;0
"Géfosse";2012-10-01;14;0,875;2;0,125;0;0;19;0,182692307692308;0,76;6;0,0576923076923077;0,24;0;0;0;0;0;0
"Géfosse";2012-11-15;12;0,631578947368421;4;0,210526315789474;3;0,157894736842105;18;0,133333333333333;0,391304347826087;17;0,125925925925926;0,369565217391304;0;0;0;11;0,0814814814814815;0,239130434782609
"Géfosse";2012-12-17;6;0,857142857142857;0;0;1;0,142857142857143;4;0,222222222222222;0,8;0;0;0;0;0;0;1;0,0555555555555556;0,2
"Géfosse";2013-01-17;12;0,8;1;0,0666666666666667;2;0,133333333333333;20;0,240963855421687;0,606060606060606;5;0,0602409638554217;0,151515151515152;0;0;0;8;0,0963855421686747;0,242424242424242
"Géfosse";2013-02-12;17;0,894736842105263;0;0;2;0,105263157894737;31;0,223021582733813;0,815789473684211;0;0;0;0;0;0;7;0,0503597122302158;0,184210526315789
"Géfosse";2013-03-18;12;0,8;1;0,0666666666666667;2;0,133333333333333;19;0,226190476190476;0,703703703703704;4;0,0476190476190476;0,148148148148148;0;0;0;4;0,0476190476190476;0,148148148148148
"Géfosse";2013-04-24;14;0,736842105263158;3;0,157894736842105;2;0,105263157894737;29;0,211678832116788;0,630434782608696;10;0,072992700729927;0,217391304347826;0;0;0;7;0,0510948905109489;0,152173913043478
"Géfosse";2013-05-02;14;0,823529411764706;2;0,117647058823529;1;0,0588235294117647;20;0,18018018018018;0,625;8;0,0720720720720721;0,25;0;0;0;4;0,036036036036036;0,125
"Géfosse";2013-06-12;13;0,866666666666667;1;0,0666666666666667;1;0,0666666666666667;13;0,146067415730337;0,619047619047619;3;0,0337078651685393;0,142857142857143;0;0;0;5;0,0561797752808989;0,238095238095238
"Géfosse";2013-07-16;14;0,608695652173913;7;0,304347826086957;2;0,0869565217391304;17;0,0833333333333333;0,447368421052632;14;0,0686274509803922;0,368421052631579;1;0,00490196078431373;0,0263157894736842;6;0,0294117647058824;0,157894736842105
"Géfosse";2013-08-08;13;0,619047619047619;6;0,285714285714286;2;0,0952380952380952;18;0,108433734939759;0,461538461538462;16;0,0963855421686747;0,41025641025641;0;0;0;5;0,0301204819277108;0,128205128205128
"Géfosse";2013-09-05;15;0,652173913043478;5;0,217391304347826;3;0,130434782608696;19;0,0871559633027523;0,487179487179487;13;0,0596330275229358;0,333333333333333;0;0;0;7;0,0321100917431193;0,179487179487179
"Géfosse";2013-10-09;15;0,652173913043478;5;0,217391304347826;3;0,130434782608696;20;0,104712041884817;0,4;23;0,120418848167539;0,46;0;0;0;7;0,0366492146596859;0,14
"Géfosse";2013-11-18;14;0,736842105263158;2;0,105263157894737;3;0,157894736842105;25;0,182481751824818;0,531914893617021;6;0,0437956204379562;0,127659574468085;0;0;0;16;0,116788321167883;0,340425531914894
"Géfosse";2014-01-10;15;0,681818181818182;5;0,227272727272727;2;0,0909090909090909;25;0,140449438202247;0,490196078431373;19;0,106741573033708;0,372549019607843;1;0,00561797752808989;0,0196078431372549;6;0,0337078651685393;0,117647058823529
"Géfosse";2014-02-03;14;0,777777777777778;2;0,111111111111111;2;0,111111111111111;18;0,153846153846154;0,580645161290323;8;0,0683760683760684;0,258064516129032;0;0;0;5;0,0427350427350427;0,161290322580645
"Géfosse";2014-03-07;14;0,7;2;0,1;4;0,2;22;0,142857142857143;0,448979591836735;9;0,0584415584415584;0,183673469387755;0;0;0;18;0,116883116883117;0,36734693877551
"Géfosse";2014-04-18;12;0,75;1;0,0625;3;0,1875;23;0,242105263157895;0,605263157894737;3;0,0315789473684211;0,0789473684210526;0;0;0;12;0,126315789473684;0,315789473684211
"Géfosse";2014-05-06;16;0,8;1;0,05;3;0,15;33;0,221476510067114;0,634615384615385;4;0,0268456375838926;0,0769230769230769;0;0;0;15;0,100671140939597;0,288461538461538
"Géfosse";2014-06-02;13;0,764705882352941;2;0,117647058823529;2;0,117647058823529;13;0,118181818181818;0,448275862068966;7;0,0636363636363636;0,241379310344828;0;0;0;9;0,0818181818181818;0,310344827586207
"Géfosse";2014-09-02;19;0,612903225806452;8;0,258064516129032;4;0,129032258064516;27;0,0725806451612903;0,355263157894737;32;0,0860215053763441;0,421052631578947;1;0,00268817204301075;0,0131578947368421;16;0,043010752688172;0,210526315789474
"Géfosse";2014-10-02;13;0,541666666666667;7;0,291666666666667;4;0,166666666666667;12;0,051948051948052;0,315789473684211;15;0,0649350649350649;0,394736842105263;0;0;0;11;0,0476190476190476;0,289473684210526
"Géfosse";2014-11-14;17;0,944444444444444;1;0,0555555555555556;0;0;32;0,275862068965517;0,864864864864865;5;0,0431034482758621;0,135135135135135;0;0;0;0;0;0
"Géfosse";2014-12-09;14;0,777777777777778;2;0,111111111111111;2;0,111111111111111;24;0,201680672268908;0,615384615384615;8;0,0672268907563025;0,205128205128205;0;0;0;7;0,0588235294117647;0,179487179487179
"Géfosse";2015-01-06;11;0,916666666666667;1;0,0833333333333333;0;0;11;0,2;0,733333333333333;4;0,0727272727272727;0,266666666666667;0;0;0;0;0;0
"Géfosse";2015-02-12;12;0,857142857142857;0;0;2;0,142857142857143;20;0,303030303030303;0,740740740740741;0;0;0;0;0;0;7;0,106060606060606;0,259259259259259
"Géfosse";2015-03-09;17;1;0;0;0;0;23;0,237113402061856;1;0;0;0;0;0;0;0;0;0
"Géfosse";2015-03-25;14;0,736842105263158;3;0,157894736842105;2;0,105263157894737;23;0,190082644628099;0,450980392156863;20;0,165289256198347;0,392156862745098;0;0;0;8;0,0661157024793388;0,156862745098039
"Géfosse";2015-04-07;10;0,833333333333333;0;0;2;0,166666666666667;12;0,24;0,75;0;0;0;0;0;0;4;0,08;0,25
"Géfosse";2015-04-23;13;0,8125;1;0,0625;2;0,125;29;0,308510638297872;0,725;4;0,0425531914893617;0,1;0;0;0;7;0,074468085106383;0,175
"Géfosse";2015-05-11;12;0,571428571428571;7;0,333333333333333;2;0,0952380952380952;21;0,122093023255814;0,403846153846154;23;0,133720930232558;0,442307692307692;0;0;0;8;0,0465116279069767;0,153846153846154
"Géfosse";2015-05-21;12;0,666666666666667;4;0,222222222222222;2;0,111111111111111;18;0,152542372881356;0,6;9;0,076271186440678;0,3;0;0;0;3;0,0254237288135593;0,1
"Géfosse";2015-06-03;15;0,833333333333333;2;0,111111111111111;1;0,0555555555555556;27;0,214285714285714;0,675;10;0,0793650793650794;0,25;0;0;0;3;0,0238095238095238;0,075
"Géfosse";2015-06-17;17;0,739130434782609;5;0,217391304347826;1;0,0434782608695652;37;0,179611650485437;0,596774193548387;19;0,0922330097087379;0,306451612903226;2;0,00970873786407767;0,032258064516129;4;0,0194174757281553;0,0645161290322581
"Géfosse";2015-07-01;14;0,666666666666667;5;0,238095238095238;2;0,0952380952380952;13;0,0718232044198895;0,52;9;0,0497237569060773;0,36;0;0;0;3;0,0165745856353591;0,12
"Géfosse";2015-07-16;14;0,7;5;0,25;1;0,05;23;0,13855421686747;0,621621621621622;12;0,072289156626506;0,324324324324324;0;0;0;2;0,0120481927710843;0,0540540540540541
"Géfosse";2015-08-04;14;0,7;4;0,2;2;0,1;20;0,120481927710843;0,465116279069767;11;0,0662650602409639;0,255813953488372;0;0;0;12;0,072289156626506;0,27906976744186
"Géfosse";2015-08-18;18;0,782608695652174;4;0,173913043478261;1;0,0434782608695652;31;0,152709359605911;0,62;11;0,0541871921182266;0,22;0;0;0;8;0,0394088669950739;0,16
"Géfosse";2015-09-04;22;0,733333333333333;5;0,166666666666667;3;0,1;46;0,138138138138138;0,575;26;0,0780780780780781;0,325;0;0;0;8;0,024024024024024;0,1
"Géfosse";2015-09-18;18;0,666666666666667;5;0,185185185185185;4;0,148148148148148;25;0,0919117647058824;0,416666666666667;21;0,0772058823529412;0,35;0;0;0;14;0,0514705882352941;0,233333333333333
"Géfosse";2015-10-15;16;0,761904761904762;1;0,0476190476190476;4;0,19047619047619;22;0,138364779874214;0,55;5;0,0314465408805031;0,125;0;0;0;13;0,0817610062893082;0,325
"Géfosse";2015-11-02;16;0,842105263157895;2;0,105263157894737;1;0,0526315789473684;30;0,230769230769231;0,714285714285714;9;0,0692307692307692;0,214285714285714;0;0;0;3;0,0230769230769231;0,0714285714285714
"Géfosse";2015-11-16;18;0,857142857142857;0;0;3;0,142857142857143;49;0,293413173652695;0,765625;0;0;0;0;0;0;15;0,0898203592814371;0,234375
"Géfosse";2015-12-01;20;0,833333333333333;1;0,0416666666666667;3;0,125;40;0,177777777777778;0,625;6;0,0266666666666667;0,09375;0;0;0;18;0,08;0,28125
"Géfosse";2016-01-13;17;0,85;1;0,05;2;0,1;27;0,182432432432432;0,627906976744186;5;0,0337837837837838;0,116279069767442;0;0;0;11;0,0743243243243243;0,255813953488372
"Géfosse";2016-01-26;20;0,909090909090909;0;0;2;0,0909090909090909;26;0,148571428571429;0,684210526315789;0;0;0;0;0;0;12;0,0685714285714286;0,315789473684211
"Géfosse";2016-02-12;18;0,857142857142857;0;0;3;0,142857142857143;27;0,174193548387097;0,675;0;0;0;0;0;0;13;0,0838709677419355;0,325
"Géfosse";2016-02-26;19;0,826086956521739;1;0,0434782608695652;3;0,130434782608696;23;0,122340425531915;0,403508771929825;12;0,0638297872340425;0,210526315789474;0;0;0;22;0,117021276595745;0,385964912280702
"Géfosse";2016-03-08;20;0,8;2;0,08;3;0,12;39;0,159183673469388;0,609375;11;0,0448979591836735;0,171875;0;0;0;14;0,0571428571428571;0,21875
"Géfosse";2016-03-15;15;0,882352941176471;1;0,0588235294117647;1;0,0588235294117647;19;0,184466019417476;0,612903225806452;7;0,0679611650485437;0,225806451612903;0;0;0;5;0,0485436893203883;0,161290322580645
"Géfosse";2016-04-12;18;0,818181818181818;3;0,136363636363636;1;0,0454545454545455;31;0,168478260869565;0,525423728813559;22;0,119565217391304;0,372881355932203;0;0;0;6;0,0326086956521739;0,101694915254237
"Géfosse";2016-04-25;17;0,894736842105263;1;0,0526315789473684;1;0,0526315789473684;28;0,2;0,756756756756757;5;0,0357142857142857;0,135135135135135;0;0;0;4;0,0285714285714286;0,108108108108108
"Géfosse";2016-05-12;15;0,882352941176471;2;0,117647058823529;0;0;23;0,209090909090909;0,821428571428571;5;0,0454545454545455;0,178571428571429;0;0;0;0;0;0
"Géfosse";2016-05-24;14;0,538461538461538;7;0,269230769230769;5;0,192307692307692;19;0,0753968253968254;0,26027397260274;31;0,123015873015873;0,424657534246575;2;0,00793650793650794;0,0273972602739726;21;0,0833333333333333;0,287671232876712
"Géfosse";2016-06-23;12;0,705882352941177;5;0,294117647058824;0;0;7;0,0569105691056911;0,466666666666667;7;0,0569105691056911;0,466666666666667;1;0,00813008130081301;0,0666666666666667;0;0;0
"Géfosse";2016-07-08;13;0,590909090909091;6;0,272727272727273;3;0,136363636363636;17;0,0858585858585859;0,377777777777778;17;0,0858585858585859;0,377777777777778;0;0;0;11;0,0555555555555556;0,244444444444444
"Géfosse";2016-07-20;14;0,608695652173913;6;0,260869565217391;3;0,130434782608696;16;0,076555023923445;0,432432432432432;18;0,0861244019138756;0,486486486486487;0;0;0;3;0,0143540669856459;0,0810810810810811
"Géfosse";2016-08-05;18;0,692307692307692;6;0,230769230769231;2;0,0769230769230769;38;0,145038167938931;0,506666666666667;30;0,114503816793893;0,4;2;0,00763358778625954;0,0266666666666667;5;0,0190839694656489;0,0666666666666667
"Géfosse";2016-08-19;15;0,625;6;0,25;3;0,125;26;0,109704641350211;0,376811594202899;31;0,130801687763713;0,449275362318841;1;0,00421940928270042;0,0144927536231884;11;0,0464135021097046;0,159420289855072
"Géfosse";2016-09-01;14;0,482758620689655;10;0,344827586206897;5;0,172413793103448;15;0,0453172205438066;0,223880597014925;24;0,0725075528700906;0,358208955223881;0;0;0;28;0,0845921450151057;0,417910447761194
"Géfosse";2016-09-22;14;0,583333333333333;7;0,291666666666667;3;0,125;13;0,0599078341013825;0,254901960784314;24;0,110599078341014;0,470588235294118;2;0,00921658986175115;0,0392156862745098;12;0,0552995391705069;0,235294117647059
"Géfosse";2016-10-04;25;0,78125;5;0,15625;2;0,0625;65;0,167095115681234;0,570175438596491;37;0,0951156812339332;0,324561403508772;0;0;0;12;0,0308483290488432;0,105263157894737
"Géfosse";2016-10-20;18;0,818181818181818;2;0,0909090909090909;2;0,0909090909090909;39;0,221590909090909;0,684210526315789;9;0,0511363636363636;0,157894736842105;0;0;0;9;0,0511363636363636;0,157894736842105
"Géfosse";2016-11-22;18;0,818181818181818;2;0,0909090909090909;2;0,0909090909090909;33;0,17741935483871;0,634615384615385;11;0,0591397849462366;0,211538461538462;0;0;0;8;0,043010752688172;0,153846153846154
"Géfosse";2016-12-01;14;0,823529411764706;2;0,117647058823529;1;0,0588235294117647;23;0,211009174311927;0,676470588235294;8;0,073394495412844;0,235294117647059;0;0;0;3;0,0275229357798165;0,0882352941176471
"Géfosse";2016-12-19;13;0,928571428571429;0;0;1;0,0714285714285714;16;0,20253164556962;0,888888888888889;0;0;0;0;0;0;2;0,0253164556962025;0,111111111111111
"Géfosse";2017-01-04;17;0,85;2;0,1;1;0,05;32;0,210526315789474;0,680851063829787;13;0,0855263157894737;0,276595744680851;0;0;0;2;0,0131578947368421;0,0425531914893617
"Géfosse";2017-01-18;19;0,826086956521739;2;0,0869565217391304;2;0,0869565217391304;36;0,180904522613065;0,590163934426229;15;0,0753768844221105;0,245901639344262;0;0;0;10;0,050251256281407;0,163934426229508
